,sentence_id,token_id,sentence,token,spo_label
1482,103,11,"P : Alright , I will discuss this with my doctor on my next visit .",doctor,Object
1483,103,12,"P : Alright , I will discuss this with my doctor on my next visit .",on,other
1484,103,13,"P : Alright , I will discuss this with my doctor on my next visit .",my,Object
1485,103,14,"P : Alright , I will discuss this with my doctor on my next visit .",next,Object
1486,103,15,"P : Alright , I will discuss this with my doctor on my next visit .",visit,Object
1487,103,16,"P : Alright , I will discuss this with my doctor on my next visit .",.,other
1488,104,1,Thank you for your insights .,Thank,Predicate
1489,104,2,Thank you for your insights .,you,Object
1490,104,3,Thank you for your insights .,for,other
1491,104,4,Thank you for your insights .,your,Object
1492,104,5,Thank you for your insights .,insights,Object
1493,104,6,Thank you for your insights .,.,other
1494,105,1,"A : You are welcome , Aicha !",A,other
1495,105,2,"A : You are welcome , Aicha !",:,other
1496,105,3,"A : You are welcome , Aicha !",You,Subject
1497,105,4,"A : You are welcome , Aicha !",are,Predicate
1498,105,5,"A : You are welcome , Aicha !",welcome,other
1499,105,6,"A : You are welcome , Aicha !",",",other
1500,105,7,"A : You are welcome , Aicha !",Aicha,other
1501,105,8,"A : You are welcome , Aicha !",!,other
1502,106,1,"Remember , every step towards quitting smoking is an achievement .",Remember,Predicate
1503,106,2,"Remember , every step towards quitting smoking is an achievement .",",",other
1504,106,3,"Remember , every step towards quitting smoking is an achievement .",every,Subject
1505,106,4,"Remember , every step towards quitting smoking is an achievement .",step,Subject
1506,106,5,"Remember , every step towards quitting smoking is an achievement .",towards,Subject
1507,106,6,"Remember , every step towards quitting smoking is an achievement .",quitting,Object
1508,106,7,"Remember , every step towards quitting smoking is an achievement .",smoking,Object
1509,106,8,"Remember , every step towards quitting smoking is an achievement .",is,other
1510,106,9,"Remember , every step towards quitting smoking is an achievement .",an,Object
1511,106,10,"Remember , every step towards quitting smoking is an achievement .",achievement,Object
1512,106,11,"Remember , every step towards quitting smoking is an achievement .",.,other
1513,107,1,Do not hesitate to ask for help when you need it .,Do,Predicate
1514,107,2,Do not hesitate to ask for help when you need it .,not,Predicate
1515,107,3,Do not hesitate to ask for help when you need it .,hesitate,Predicate
1516,107,4,Do not hesitate to ask for help when you need it .,to,Predicate
1517,107,5,Do not hesitate to ask for help when you need it .,ask,other
1518,107,6,Do not hesitate to ask for help when you need it .,for,other
1519,107,7,Do not hesitate to ask for help when you need it .,help,Object
1520,107,8,Do not hesitate to ask for help when you need it .,when,other
1521,107,9,Do not hesitate to ask for help when you need it .,you,Subject
1522,107,10,Do not hesitate to ask for help when you need it .,need,other
1523,107,11,Do not hesitate to ask for help when you need it .,it,Object
1524,107,12,Do not hesitate to ask for help when you need it .,.,other
1525,108,1,Stay strong !,Stay,Predicate
1526,108,2,Stay strong !,strong,other
1527,108,3,Stay strong !,!,other
1528,109,1,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",A,other
1529,109,2,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",:,other
1530,109,3,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",Aicha,other
1531,109,4,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",",",other
1532,109,5,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",it,Subject
1533,109,6,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",is,Predicate
1534,109,7,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",great,other
1535,109,8,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",to,Predicate
1536,109,9,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",see,other
1537,109,10,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",you,Subject
1538,109,11,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",taking,other
1539,109,12,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",an,Object
1540,109,13,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",active,Object
1541,109,14,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",role,Object
1542,109,15,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",in,other
1543,109,16,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",managing,other
1544,109,17,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",your,Object
1545,109,18,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",diabetes,Object
1546,109,19,"A : Aicha , it is great to see you taking an active role in managing your diabetes .",.,other
1547,110,1,I noticed you have been trying to quit smoking .,I,Subject
1548,110,2,I noticed you have been trying to quit smoking .,noticed,Predicate
1549,110,3,I noticed you have been trying to quit smoking .,you,Subject
1550,110,4,I noticed you have been trying to quit smoking .,have,Predicate
1551,110,5,I noticed you have been trying to quit smoking .,been,Predicate
1552,110,6,I noticed you have been trying to quit smoking .,trying,other
1553,110,7,I noticed you have been trying to quit smoking .,to,Predicate
1554,110,8,I noticed you have been trying to quit smoking .,quit,other
1555,110,9,I noticed you have been trying to quit smoking .,smoking,Object
1556,110,10,I noticed you have been trying to quit smoking .,.,other
1557,111,1,How is that going ?,How,other
1558,111,2,How is that going ?,is,Predicate
1559,111,3,How is that going ?,that,Subject
1560,111,4,How is that going ?,going,Predicate
1561,111,5,How is that going ?,?,other
1562,112,1,"P : It is a struggle , but I am determined .",P,other
1563,112,2,"P : It is a struggle , but I am determined .",:,other
1564,112,3,"P : It is a struggle , but I am determined .",It,Subject
1565,112,4,"P : It is a struggle , but I am determined .",is,Predicate
1566,112,5,"P : It is a struggle , but I am determined .",a,Object
1567,112,6,"P : It is a struggle , but I am determined .",struggle,Object
1568,112,7,"P : It is a struggle , but I am determined .",",",other
1569,112,8,"P : It is a struggle , but I am determined .",but,other
1570,112,9,"P : It is a struggle , but I am determined .",I,Subject
1571,112,10,"P : It is a struggle , but I am determined .",am,other
1572,112,11,"P : It is a struggle , but I am determined .",determined,other
1573,112,12,"P : It is a struggle , but I am determined .",.,other
1574,113,1,"I do not smoke as much , but I have not been able to quit completely yet .",I,Subject
1575,113,2,"I do not smoke as much , but I have not been able to quit completely yet .",do,Predicate
1576,113,3,"I do not smoke as much , but I have not been able to quit completely yet .",not,Predicate
1577,113,4,"I do not smoke as much , but I have not been able to quit completely yet .",smoke,Predicate
1578,113,5,"I do not smoke as much , but I have not been able to quit completely yet .",as,other
1579,113,6,"I do not smoke as much , but I have not been able to quit completely yet .",much,other
1580,113,7,"I do not smoke as much , but I have not been able to quit completely yet .",",",other
1581,113,8,"I do not smoke as much , but I have not been able to quit completely yet .",but,other
1582,113,9,"I do not smoke as much , but I have not been able to quit completely yet .",I,Subject
1583,113,10,"I do not smoke as much , but I have not been able to quit completely yet .",have,Predicate
1584,113,11,"I do not smoke as much , but I have not been able to quit completely yet .",not,Predicate
1585,113,12,"I do not smoke as much , but I have not been able to quit completely yet .",been,other
1586,113,13,"I do not smoke as much , but I have not been able to quit completely yet .",able,other
1587,113,14,"I do not smoke as much , but I have not been able to quit completely yet .",to,Predicate
1588,113,15,"I do not smoke as much , but I have not been able to quit completely yet .",quit,other
1589,113,16,"I do not smoke as much , but I have not been able to quit completely yet .",completely,other
1590,113,17,"I do not smoke as much , but I have not been able to quit completely yet .",yet,other
1591,113,18,"I do not smoke as much , but I have not been able to quit completely yet .",.,other
1592,114,1,"A : That is already progress , Aicha .",A,Predicate
1593,114,2,"A : That is already progress , Aicha .",:,other
1594,114,3,"A : That is already progress , Aicha .",That,Subject
1595,114,4,"A : That is already progress , Aicha .",is,other
1596,114,5,"A : That is already progress , Aicha .",already,other
1597,114,6,"A : That is already progress , Aicha .",progress,Object
1598,114,7,"A : That is already progress , Aicha .",",",other
1599,114,8,"A : That is already progress , Aicha .",Aicha,other
1600,114,9,"A : That is already progress , Aicha .",.,other
1601,115,1,"Remember , every cigarette you do not smoke is a small victory .",Remember,Predicate
1602,115,2,"Remember , every cigarette you do not smoke is a small victory .",",",other
1603,115,3,"Remember , every cigarette you do not smoke is a small victory .",every,Subject
1604,115,4,"Remember , every cigarette you do not smoke is a small victory .",cigarette,Subject
1605,115,5,"Remember , every cigarette you do not smoke is a small victory .",you,Subject
1606,115,6,"Remember , every cigarette you do not smoke is a small victory .",do,Predicate
1607,115,7,"Remember , every cigarette you do not smoke is a small victory .",not,Predicate
1608,115,8,"Remember , every cigarette you do not smoke is a small victory .",smoke,Subject
1609,115,9,"Remember , every cigarette you do not smoke is a small victory .",is,other
1610,115,10,"Remember , every cigarette you do not smoke is a small victory .",a,Object
1611,115,11,"Remember , every cigarette you do not smoke is a small victory .",small,Object
1612,115,12,"Remember , every cigarette you do not smoke is a small victory .",victory,Object
1613,115,13,"Remember , every cigarette you do not smoke is a small victory .",.,other
1614,116,1,Have you tried any specific strategies to help you quit ?,Have,Predicate
1615,116,2,Have you tried any specific strategies to help you quit ?,you,Subject
1616,116,3,Have you tried any specific strategies to help you quit ?,tried,Predicate
1617,116,4,Have you tried any specific strategies to help you quit ?,any,Object
1618,116,5,Have you tried any specific strategies to help you quit ?,specific,Object
1619,116,6,Have you tried any specific strategies to help you quit ?,strategies,Object
1620,116,7,Have you tried any specific strategies to help you quit ?,to,Predicate
1621,116,8,Have you tried any specific strategies to help you quit ?,help,Object
1622,116,9,Have you tried any specific strategies to help you quit ?,you,Subject
1623,116,10,Have you tried any specific strategies to help you quit ?,quit,Object
1624,116,11,Have you tried any specific strategies to help you quit ?,?,other
1625,117,1,P : I have started using nicotine gum when I feel the urge to smoke .,P,other
1626,117,2,P : I have started using nicotine gum when I feel the urge to smoke .,:,other
1627,117,3,P : I have started using nicotine gum when I feel the urge to smoke .,I,Subject
1628,117,4,P : I have started using nicotine gum when I feel the urge to smoke .,have,Predicate
1629,117,5,P : I have started using nicotine gum when I feel the urge to smoke .,started,Predicate
1630,117,6,P : I have started using nicotine gum when I feel the urge to smoke .,using,other
1631,117,7,P : I have started using nicotine gum when I feel the urge to smoke .,nicotine,Object
1632,117,8,P : I have started using nicotine gum when I feel the urge to smoke .,gum,Object
1633,117,9,P : I have started using nicotine gum when I feel the urge to smoke .,when,other
1634,117,10,P : I have started using nicotine gum when I feel the urge to smoke .,I,Subject
1635,117,11,P : I have started using nicotine gum when I feel the urge to smoke .,feel,other
1636,117,12,P : I have started using nicotine gum when I feel the urge to smoke .,the,Object
1637,117,13,P : I have started using nicotine gum when I feel the urge to smoke .,urge,Object
1638,117,14,P : I have started using nicotine gum when I feel the urge to smoke .,to,Predicate
1639,117,15,P : I have started using nicotine gum when I feel the urge to smoke .,smoke,Object
1640,117,16,P : I have started using nicotine gum when I feel the urge to smoke .,.,other
1641,118,1,It somewhat helps .,It,Subject
1642,118,2,It somewhat helps .,somewhat,other
1643,118,3,It somewhat helps .,helps,Predicate
1644,118,4,It somewhat helps .,.,other
1645,119,1,A : That is a good start .,A,other
1646,119,2,A : That is a good start .,:,other
1647,119,3,A : That is a good start .,That,Subject
1648,119,4,A : That is a good start .,is,Predicate
1649,119,5,A : That is a good start .,a,Object
1650,119,6,A : That is a good start .,good,Object
1651,119,7,A : That is a good start .,start,Object
1652,119,8,A : That is a good start .,.,other
1653,120,1,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,Nicotine,Subject
1654,120,2,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,gum,Subject
1655,120,3,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,can,Predicate
1656,120,4,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,indeed,other
1657,120,5,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,be,Predicate
1658,120,6,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,helpful,other
1659,120,7,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,as,other
1660,120,8,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,it,Subject
1661,120,9,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,reduces,other
1662,120,10,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,withdrawal,Object
1663,120,11,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,symptoms,Object
1664,120,12,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms .,.,other
1665,121,1,You may also want to consider seeking support from a smoking cessation group or program .,You,Subject
1666,121,2,You may also want to consider seeking support from a smoking cessation group or program .,may,Predicate
1667,121,3,You may also want to consider seeking support from a smoking cessation group or program .,also,other
1668,121,4,You may also want to consider seeking support from a smoking cessation group or program .,want,Predicate
1669,121,5,You may also want to consider seeking support from a smoking cessation group or program .,to,Predicate
1670,121,6,You may also want to consider seeking support from a smoking cessation group or program .,consider,other
1671,121,7,You may also want to consider seeking support from a smoking cessation group or program .,seeking,other
1672,121,8,You may also want to consider seeking support from a smoking cessation group or program .,support,Object
1673,121,9,You may also want to consider seeking support from a smoking cessation group or program .,from,other
1674,121,10,You may also want to consider seeking support from a smoking cessation group or program .,a,Object
1675,121,11,You may also want to consider seeking support from a smoking cessation group or program .,smoking,Object
1676,121,12,You may also want to consider seeking support from a smoking cessation group or program .,cessation,Object
1677,121,13,You may also want to consider seeking support from a smoking cessation group or program .,group,Object
1678,121,14,You may also want to consider seeking support from a smoking cessation group or program .,or,Object
1679,121,15,You may also want to consider seeking support from a smoking cessation group or program .,program,Object
1680,121,16,You may also want to consider seeking support from a smoking cessation group or program .,.,other
1681,122,1,Working with others who are facing similar challenges can be very beneficial .,Working,other
1682,122,2,Working with others who are facing similar challenges can be very beneficial .,with,other
1683,122,3,Working with others who are facing similar challenges can be very beneficial .,others,Object
1684,122,4,Working with others who are facing similar challenges can be very beneficial .,who,Subject
1685,122,5,Working with others who are facing similar challenges can be very beneficial .,are,Predicate
1686,122,6,Working with others who are facing similar challenges can be very beneficial .,facing,Object
1687,122,7,Working with others who are facing similar challenges can be very beneficial .,similar,Object
1688,122,8,Working with others who are facing similar challenges can be very beneficial .,challenges,Object
1689,122,9,Working with others who are facing similar challenges can be very beneficial .,can,Predicate
1690,122,10,Working with others who are facing similar challenges can be very beneficial .,be,Predicate
1691,122,11,Working with others who are facing similar challenges can be very beneficial .,very,other
1692,122,12,Working with others who are facing similar challenges can be very beneficial .,beneficial,other
1693,122,13,Working with others who are facing similar challenges can be very beneficial .,.,other
1694,123,1,P : I have not thought about that yet .,P,other
1695,123,2,P : I have not thought about that yet .,:,other
1696,123,3,P : I have not thought about that yet .,I,Subject
1697,123,4,P : I have not thought about that yet .,have,Predicate
1698,123,5,P : I have not thought about that yet .,not,Predicate
1699,123,6,P : I have not thought about that yet .,thought,Predicate
1700,123,7,P : I have not thought about that yet .,about,other
1701,123,8,P : I have not thought about that yet .,that,Object
1702,123,9,P : I have not thought about that yet .,yet,other
1703,123,10,P : I have not thought about that yet .,.,other
1704,124,1,I will explore some local groups to see if that helps .,I,Subject
1705,124,2,I will explore some local groups to see if that helps .,will,Predicate
1706,124,3,I will explore some local groups to see if that helps .,explore,Predicate
1707,124,4,I will explore some local groups to see if that helps .,some,Object
1708,124,5,I will explore some local groups to see if that helps .,local,Object
1709,124,6,I will explore some local groups to see if that helps .,groups,Object
1710,124,7,I will explore some local groups to see if that helps .,to,Predicate
1711,124,8,I will explore some local groups to see if that helps .,see,other
1712,124,9,I will explore some local groups to see if that helps .,if,other
1713,124,10,I will explore some local groups to see if that helps .,that,Subject
1714,124,11,I will explore some local groups to see if that helps .,helps,other
1715,124,12,I will explore some local groups to see if that helps .,.,other
1716,125,1,"A : That would be a good step , Aicha .",A,Predicate
1717,125,2,"A : That would be a good step , Aicha .",:,other
1718,125,3,"A : That would be a good step , Aicha .",That,Subject
1719,125,4,"A : That would be a good step , Aicha .",would,Predicate
1720,125,5,"A : That would be a good step , Aicha .",be,other
1721,125,6,"A : That would be a good step , Aicha .",a,Object
1722,125,7,"A : That would be a good step , Aicha .",good,Object
1723,125,8,"A : That would be a good step , Aicha .",step,Object
1724,125,9,"A : That would be a good step , Aicha .",",",other
1725,125,10,"A : That would be a good step , Aicha .",Aicha,other
1726,125,11,"A : That would be a good step , Aicha .",.,other
1727,126,1,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",Remember,Predicate
1728,126,2,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",",",other
1729,126,3,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",quitting,Subject
1730,126,4,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",smoking,Subject
1731,126,5,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",is,other
1732,126,6,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",one,Object
1733,126,7,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",of,Object
1734,126,8,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",the,Object
1735,126,9,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",most,Object
1736,126,10,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",significant,Object
1737,126,11,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",steps,Object
1738,126,12,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",you,Subject
1739,126,13,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",can,Predicate
1740,126,14,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",take,Object
1741,126,15,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",to,Predicate
1742,126,16,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",manage,Object
1743,126,17,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",your,Object
1744,126,18,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",diabetes,Object
1745,126,19,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",effectively,Object
1746,126,20,"Remember , quitting smoking is one of the most significant steps you can take to manage your diabetes effectively .",.,other
1747,127,1,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",A,other
1748,127,2,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",:,other
1749,127,3,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",Aicha,Subject
1750,127,4,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",",",other
1751,127,5,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",how,other
1752,127,6,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",are,Predicate
1753,127,7,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",you,Subject
1754,127,8,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",finding,Predicate
1755,127,9,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",managing,other
1756,127,10,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",your,Object
1757,127,11,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",diet,Object
1758,127,12,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",since,other
1759,127,13,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",your,Object
1760,127,14,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",diagnosis,Object
1761,127,15,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",of,Object
1762,127,16,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",Type,Object
1763,127,17,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",2,Object
1764,127,18,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",diabetes,Object
1765,127,19,"A : Aicha , how are you finding managing your diet since your diagnosis of Type 2 diabetes ?",?,other
1766,128,1,P : It has been challenging .,P,other
1767,128,2,P : It has been challenging .,:,other
1768,128,3,P : It has been challenging .,It,Subject
1769,128,4,P : It has been challenging .,has,Predicate
1770,128,5,P : It has been challenging .,been,Predicate
1771,128,6,P : It has been challenging .,challenging,other
1772,128,7,P : It has been challenging .,.,other
1773,129,1,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",Being,other
1774,129,2,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",a,Object
1775,129,3,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",former,Object
1776,129,4,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",chef,Object
1777,129,5,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",",",other
1778,129,6,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",I,Subject
1779,129,7,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",love,Predicate
1780,129,8,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",cooking,other
1781,129,9,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",and,other
1782,129,10,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",eating,other
1783,129,11,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",traditional,Object
1784,129,12,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",Moroccan,Object
1785,129,13,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",food,Object
1786,129,14,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",which,Subject
1787,129,15,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",can,Predicate
1788,129,16,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",be,Object
1789,129,17,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",rich,Object
1790,129,18,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",in,Object
1791,129,19,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",carbohydrates,Object
1792,129,20,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",.,other
1793,130,1,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",Being,other
1794,130,2,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",a,Object
1795,130,3,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",former,Object
1796,130,4,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",chef,Object
1797,130,5,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",",",other
1798,130,6,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",I,Subject
1799,130,7,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",love,Predicate
1800,130,8,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",cooking,other
1801,130,9,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",and,other
1802,130,10,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",eating,other
1803,130,11,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",traditional,Object
1804,130,12,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",Moroccan,Object
1805,130,13,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",food,Object
1806,130,14,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",which,Subject
1807,130,15,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",can,Predicate
1808,130,16,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",be,Object
1809,130,17,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",rich,Object
1810,130,18,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",in,Object
1811,130,19,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",carbohydrates,Object
1812,130,20,"Being a former chef , I love cooking and eating traditional Moroccan food which can be rich in carbohydrates .",.,other
1813,131,1,"A : I understand that , Aicha .",A,other
1814,131,2,"A : I understand that , Aicha .",:,other
1815,131,3,"A : I understand that , Aicha .",I,Subject
1816,131,4,"A : I understand that , Aicha .",understand,Predicate
1817,131,5,"A : I understand that , Aicha .",that,Object
1818,131,6,"A : I understand that , Aicha .",",",other
1819,131,7,"A : I understand that , Aicha .",Aicha,other
1820,131,8,"A : I understand that , Aicha .",.,other
1821,132,1,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",You,Subject
1822,132,2,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",can,Predicate
1823,132,3,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",modify,Predicate
1824,132,4,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",traditional,Object
1825,132,5,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",recipes,Object
1826,132,6,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",by,other
1827,132,7,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",using,other
1828,132,8,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",whole,Object
1829,132,9,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",grains,Object
1830,132,10,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",",",Object
1831,132,11,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",less,Object
1832,132,12,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",sugar,Object
1833,132,13,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",and,Object
1834,132,14,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",fat,Object
1835,132,15,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",",",Object
1836,132,16,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",and,Object
1837,132,17,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",more,Object
1838,132,18,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",vegetables,Object
1839,132,19,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",and,Object
1840,132,20,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",lean,Object
1841,132,21,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",proteins,Object
1842,132,22,"You can modify traditional recipes by using whole grains , less sugar and fat , and more vegetables and lean proteins , keeping the flavors you love in a healthier meal .",",",other
