Unnamed: 0,sentence_id,token_id,sentence,token,spo_label,triple
965,68,2,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",:,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
966,68,3,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",Aicha,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
967,68,4,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",",",other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
968,68,5,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",I,Subject,"('I you', 'have noticed have been to', 'efforts diet smoking')"
969,68,6,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",have,Predicate,"('I you', 'have noticed have been to', 'efforts diet smoking')"
970,68,7,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",noticed,Predicate,"('I you', 'have noticed have been to', 'efforts diet smoking')"
971,68,8,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",that,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
972,68,9,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",you,Subject,"('I you', 'have noticed have been to', 'efforts diet smoking')"
973,68,10,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",have,Predicate,"('I you', 'have noticed have been to', 'efforts diet smoking')"
974,68,11,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",been,Predicate,"('I you', 'have noticed have been to', 'efforts diet smoking')"
975,68,12,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",making,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
976,68,13,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",significant,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
977,68,14,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",efforts,Object,"('I you', 'have noticed have been to', 'efforts diet smoking')"
978,68,15,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",to,Predicate,"('I you', 'have noticed have been to', 'efforts diet smoking')"
979,68,16,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",manage,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
980,68,17,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",your,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
981,68,18,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",diet,Object,"('I you', 'have noticed have been to', 'efforts diet smoking')"
982,68,19,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",and,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
983,68,20,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",quit,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
984,68,21,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",smoking,Object,"('I you', 'have noticed have been to', 'efforts diet smoking')"
985,68,22,"A : Aicha , I have noticed that you have been making significant efforts to manage your diet and quit smoking .",.,other,"('I you', 'have noticed have been to', 'efforts diet smoking')"
986,69,1,This is commendable !,This,Subject,"('This', 'is', '')"
987,69,2,This is commendable !,is,Predicate,"('This', 'is', '')"
988,69,3,This is commendable !,commendable,other,"('This', 'is', '')"
989,69,4,This is commendable !,!,other,"('This', 'is', '')"
990,70,1,Can you share how these changes have been affecting your daily life ?,Can,Predicate,"('you changes', 'Can share have been', 'life')"
991,70,2,Can you share how these changes have been affecting your daily life ?,you,Subject,"('you changes', 'Can share have been', 'life')"
992,70,3,Can you share how these changes have been affecting your daily life ?,share,Predicate,"('you changes', 'Can share have been', 'life')"
993,70,4,Can you share how these changes have been affecting your daily life ?,how,other,"('you changes', 'Can share have been', 'life')"
994,70,5,Can you share how these changes have been affecting your daily life ?,these,other,"('you changes', 'Can share have been', 'life')"
995,70,6,Can you share how these changes have been affecting your daily life ?,changes,Subject,"('you changes', 'Can share have been', 'life')"
996,70,7,Can you share how these changes have been affecting your daily life ?,have,Predicate,"('you changes', 'Can share have been', 'life')"
997,70,8,Can you share how these changes have been affecting your daily life ?,been,Predicate,"('you changes', 'Can share have been', 'life')"
998,70,9,Can you share how these changes have been affecting your daily life ?,affecting,other,"('you changes', 'Can share have been', 'life')"
999,70,10,Can you share how these changes have been affecting your daily life ?,your,other,"('you changes', 'Can share have been', 'life')"
1000,70,11,Can you share how these changes have been affecting your daily life ?,daily,other,"('you changes', 'Can share have been', 'life')"
1001,70,12,Can you share how these changes have been affecting your daily life ?,life,Object,"('you changes', 'Can share have been', 'life')"
1002,70,13,Can you share how these changes have been affecting your daily life ?,?,other,"('you changes', 'Can share have been', 'life')"
1003,71,1,"P : I have to be honest , giving up smoking has been challenging .",P,other,"('I', 'have to has', 'smoking')"
1004,71,2,"P : I have to be honest , giving up smoking has been challenging .",:,other,"('I', 'have to has', 'smoking')"
1005,71,3,"P : I have to be honest , giving up smoking has been challenging .",I,Subject,"('I', 'have to has', 'smoking')"
1006,71,4,"P : I have to be honest , giving up smoking has been challenging .",have,Predicate,"('I', 'have to has', 'smoking')"
1007,71,5,"P : I have to be honest , giving up smoking has been challenging .",to,Predicate,"('I', 'have to has', 'smoking')"
1008,71,6,"P : I have to be honest , giving up smoking has been challenging .",be,other,"('I', 'have to has', 'smoking')"
1009,71,7,"P : I have to be honest , giving up smoking has been challenging .",honest,other,"('I', 'have to has', 'smoking')"
1010,71,8,"P : I have to be honest , giving up smoking has been challenging .",",",other,"('I', 'have to has', 'smoking')"
1011,71,9,"P : I have to be honest , giving up smoking has been challenging .",giving,other,"('I', 'have to has', 'smoking')"
1012,71,10,"P : I have to be honest , giving up smoking has been challenging .",up,other,"('I', 'have to has', 'smoking')"
1013,71,11,"P : I have to be honest , giving up smoking has been challenging .",smoking,Object,"('I', 'have to has', 'smoking')"
1014,71,12,"P : I have to be honest , giving up smoking has been challenging .",has,Predicate,"('I', 'have to has', 'smoking')"
1015,71,13,"P : I have to be honest , giving up smoking has been challenging .",been,other,"('I', 'have to has', 'smoking')"
1016,71,14,"P : I have to be honest , giving up smoking has been challenging .",challenging,other,"('I', 'have to has', 'smoking')"
1017,71,15,"P : I have to be honest , giving up smoking has been challenging .",.,other,"('I', 'have to has', 'smoking')"
1018,72,1,I have smoked for the best part of my life and it is been my way to cope with stress .,I,Subject,"('I it', 'have smoked is to', 'part life way stress')"
1019,72,2,I have smoked for the best part of my life and it is been my way to cope with stress .,have,Predicate,"('I it', 'have smoked is to', 'part life way stress')"
1020,72,3,I have smoked for the best part of my life and it is been my way to cope with stress .,smoked,Predicate,"('I it', 'have smoked is to', 'part life way stress')"
1021,72,4,I have smoked for the best part of my life and it is been my way to cope with stress .,for,other,"('I it', 'have smoked is to', 'part life way stress')"
1022,72,5,I have smoked for the best part of my life and it is been my way to cope with stress .,the,other,"('I it', 'have smoked is to', 'part life way stress')"
1023,72,6,I have smoked for the best part of my life and it is been my way to cope with stress .,best,other,"('I it', 'have smoked is to', 'part life way stress')"
1024,72,7,I have smoked for the best part of my life and it is been my way to cope with stress .,part,Object,"('I it', 'have smoked is to', 'part life way stress')"
1025,72,8,I have smoked for the best part of my life and it is been my way to cope with stress .,of,other,"('I it', 'have smoked is to', 'part life way stress')"
1026,72,9,I have smoked for the best part of my life and it is been my way to cope with stress .,my,other,"('I it', 'have smoked is to', 'part life way stress')"
1027,72,10,I have smoked for the best part of my life and it is been my way to cope with stress .,life,Object,"('I it', 'have smoked is to', 'part life way stress')"
1028,72,11,I have smoked for the best part of my life and it is been my way to cope with stress .,and,other,"('I it', 'have smoked is to', 'part life way stress')"
1029,72,12,I have smoked for the best part of my life and it is been my way to cope with stress .,it,Subject,"('I it', 'have smoked is to', 'part life way stress')"
1030,72,13,I have smoked for the best part of my life and it is been my way to cope with stress .,is,Predicate,"('I it', 'have smoked is to', 'part life way stress')"
1031,72,14,I have smoked for the best part of my life and it is been my way to cope with stress .,been,other,"('I it', 'have smoked is to', 'part life way stress')"
1032,72,15,I have smoked for the best part of my life and it is been my way to cope with stress .,my,other,"('I it', 'have smoked is to', 'part life way stress')"
1033,72,16,I have smoked for the best part of my life and it is been my way to cope with stress .,way,Object,"('I it', 'have smoked is to', 'part life way stress')"
1034,72,17,I have smoked for the best part of my life and it is been my way to cope with stress .,to,Predicate,"('I it', 'have smoked is to', 'part life way stress')"
1035,72,18,I have smoked for the best part of my life and it is been my way to cope with stress .,cope,other,"('I it', 'have smoked is to', 'part life way stress')"
1036,72,19,I have smoked for the best part of my life and it is been my way to cope with stress .,with,other,"('I it', 'have smoked is to', 'part life way stress')"
1037,72,20,I have smoked for the best part of my life and it is been my way to cope with stress .,stress,Object,"('I it', 'have smoked is to', 'part life way stress')"
1038,72,21,I have smoked for the best part of my life and it is been my way to cope with stress .,.,other,"('I it', 'have smoked is to', 'part life way stress')"
1039,73,1,"A : It is understandable , Aicha .",A,Predicate,"('It', 'A', '')"
1040,73,2,"A : It is understandable , Aicha .",:,other,"('It', 'A', '')"
1041,73,3,"A : It is understandable , Aicha .",It,Subject,"('It', 'A', '')"
1042,73,4,"A : It is understandable , Aicha .",is,other,"('It', 'A', '')"
1043,73,5,"A : It is understandable , Aicha .",understandable,other,"('It', 'A', '')"
1044,73,6,"A : It is understandable , Aicha .",",",other,"('It', 'A', '')"
1045,73,7,"A : It is understandable , Aicha .",Aicha,other,"('It', 'A', '')"
1046,73,8,"A : It is understandable , Aicha .",.,other,"('It', 'A', '')"
1047,74,1,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",Quitting,other,"('smoking it', 'can be has', 'part routine time')"
1048,74,2,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",smoking,Subject,"('smoking it', 'can be has', 'part routine time')"
1049,74,3,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",can,Predicate,"('smoking it', 'can be has', 'part routine time')"
1050,74,4,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",be,Predicate,"('smoking it', 'can be has', 'part routine time')"
1051,74,5,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",difficult,other,"('smoking it', 'can be has', 'part routine time')"
1052,74,6,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",",",other,"('smoking it', 'can be has', 'part routine time')"
1053,74,7,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",especially,other,"('smoking it', 'can be has', 'part routine time')"
1054,74,8,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",when,other,"('smoking it', 'can be has', 'part routine time')"
1055,74,9,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",it,Subject,"('smoking it', 'can be has', 'part routine time')"
1056,74,10,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",has,Predicate,"('smoking it', 'can be has', 'part routine time')"
1057,74,11,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",been,other,"('smoking it', 'can be has', 'part routine time')"
1058,74,12,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",a,other,"('smoking it', 'can be has', 'part routine time')"
1059,74,13,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",part,Object,"('smoking it', 'can be has', 'part routine time')"
1060,74,14,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",of,other,"('smoking it', 'can be has', 'part routine time')"
1061,74,15,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",your,other,"('smoking it', 'can be has', 'part routine time')"
1062,74,16,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",routine,Object,"('smoking it', 'can be has', 'part routine time')"
1063,74,17,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",for,other,"('smoking it', 'can be has', 'part routine time')"
1064,74,18,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",a,other,"('smoking it', 'can be has', 'part routine time')"
1065,74,19,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",long,other,"('smoking it', 'can be has', 'part routine time')"
1066,74,20,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",time,Object,"('smoking it', 'can be has', 'part routine time')"
1067,74,21,"Quitting smoking can be difficult , especially when it has been a part of your routine for a long time .",.,other,"('smoking it', 'can be has', 'part routine time')"
1068,75,1,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",But,other,"('it', 'is', 'step health diabetes')"
1069,75,2,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",remember,other,"('it', 'is', 'step health diabetes')"
1070,75,3,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",",",other,"('it', 'is', 'step health diabetes')"
1071,75,4,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",it,Subject,"('it', 'is', 'step health diabetes')"
1072,75,5,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",is,Predicate,"('it', 'is', 'step health diabetes')"
1073,75,6,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",a,other,"('it', 'is', 'step health diabetes')"
1074,75,7,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",significant,other,"('it', 'is', 'step health diabetes')"
1075,75,8,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",step,Object,"('it', 'is', 'step health diabetes')"
1076,75,9,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",towards,other,"('it', 'is', 'step health diabetes')"
1077,75,10,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",improving,other,"('it', 'is', 'step health diabetes')"
1078,75,11,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",your,other,"('it', 'is', 'step health diabetes')"
1079,75,12,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",health,Object,"('it', 'is', 'step health diabetes')"
1080,75,13,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",and,other,"('it', 'is', 'step health diabetes')"
1081,75,14,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",managing,other,"('it', 'is', 'step health diabetes')"
1082,75,15,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",your,other,"('it', 'is', 'step health diabetes')"
1083,75,16,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",diabetes,Object,"('it', 'is', 'step health diabetes')"
1084,75,17,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",effectively,other,"('it', 'is', 'step health diabetes')"
1085,75,18,"But remember , it is a significant step towards improving your health and managing your diabetes effectively .",.,other,"('it', 'is', 'step health diabetes')"
1086,76,1,You could try seeking assistance from a local stop smoking service for additional support .,You,Subject,"('You', 'could try', 'assistance service support')"
1087,76,2,You could try seeking assistance from a local stop smoking service for additional support .,could,Predicate,"('You', 'could try', 'assistance service support')"
1088,76,3,You could try seeking assistance from a local stop smoking service for additional support .,try,Predicate,"('You', 'could try', 'assistance service support')"
1089,76,4,You could try seeking assistance from a local stop smoking service for additional support .,seeking,other,"('You', 'could try', 'assistance service support')"
1090,76,5,You could try seeking assistance from a local stop smoking service for additional support .,assistance,Object,"('You', 'could try', 'assistance service support')"
1091,76,6,You could try seeking assistance from a local stop smoking service for additional support .,from,other,"('You', 'could try', 'assistance service support')"
1092,76,7,You could try seeking assistance from a local stop smoking service for additional support .,a,other,"('You', 'could try', 'assistance service support')"
1093,76,8,You could try seeking assistance from a local stop smoking service for additional support .,local,other,"('You', 'could try', 'assistance service support')"
1094,76,9,You could try seeking assistance from a local stop smoking service for additional support .,stop,other,"('You', 'could try', 'assistance service support')"
1095,76,10,You could try seeking assistance from a local stop smoking service for additional support .,smoking,other,"('You', 'could try', 'assistance service support')"
1096,76,11,You could try seeking assistance from a local stop smoking service for additional support .,service,Object,"('You', 'could try', 'assistance service support')"
1097,76,12,You could try seeking assistance from a local stop smoking service for additional support .,for,other,"('You', 'could try', 'assistance service support')"
1098,76,13,You could try seeking assistance from a local stop smoking service for additional support .,additional,other,"('You', 'could try', 'assistance service support')"
1099,76,14,You could try seeking assistance from a local stop smoking service for additional support .,support,Object,"('You', 'could try', 'assistance service support')"
1100,76,15,You could try seeking assistance from a local stop smoking service for additional support .,.,other,"('You', 'could try', 'assistance service support')"
1101,77,1,P : I will think about that .,P,other,"('I', 'will think', 'that')"
1102,77,2,P : I will think about that .,:,other,"('I', 'will think', 'that')"
1103,77,3,P : I will think about that .,I,Subject,"('I', 'will think', 'that')"
1104,77,4,P : I will think about that .,will,Predicate,"('I', 'will think', 'that')"
1105,77,5,P : I will think about that .,think,Predicate,"('I', 'will think', 'that')"
1106,77,6,P : I will think about that .,about,other,"('I', 'will think', 'that')"
1107,77,7,P : I will think about that .,that,Object,"('I', 'will think', 'that')"
1108,77,8,P : I will think about that .,.,other,"('I', 'will think', 'that')"
1109,78,1,"My dietary changes , thankfully , have been easier to manage .",My,other,"('changes', 'have been to', '')"
1110,78,2,"My dietary changes , thankfully , have been easier to manage .",dietary,other,"('changes', 'have been to', '')"
1111,78,3,"My dietary changes , thankfully , have been easier to manage .",changes,Subject,"('changes', 'have been to', '')"
1112,78,4,"My dietary changes , thankfully , have been easier to manage .",",",other,"('changes', 'have been to', '')"
1113,78,5,"My dietary changes , thankfully , have been easier to manage .",thankfully,other,"('changes', 'have been to', '')"
1114,78,6,"My dietary changes , thankfully , have been easier to manage .",",",other,"('changes', 'have been to', '')"
1115,78,7,"My dietary changes , thankfully , have been easier to manage .",have,Predicate,"('changes', 'have been to', '')"
1116,78,8,"My dietary changes , thankfully , have been easier to manage .",been,Predicate,"('changes', 'have been to', '')"
1117,78,9,"My dietary changes , thankfully , have been easier to manage .",easier,other,"('changes', 'have been to', '')"
1118,78,10,"My dietary changes , thankfully , have been easier to manage .",to,Predicate,"('changes', 'have been to', '')"
1119,78,11,"My dietary changes , thankfully , have been easier to manage .",manage,other,"('changes', 'have been to', '')"
1120,78,12,"My dietary changes , thankfully , have been easier to manage .",.,other,"('changes', 'have been to', '')"
1121,79,1,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",I,Subject,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1122,79,2,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",have,Predicate,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1123,79,3,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",swapped,Predicate,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1124,79,4,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",sweets,Object,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1125,79,5,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",for,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1126,79,6,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",fruits,Object,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1127,79,7,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",",",other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1128,79,8,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",and,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1129,79,9,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",I,Subject,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1130,79,10,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",am,Predicate,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1131,79,11,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",cooking,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1132,79,12,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",more,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1133,79,13,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",traditional,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1134,79,14,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",Moroccan,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1135,79,15,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",meals,Object,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1136,79,16,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",with,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1137,79,17,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",whole,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1138,79,18,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",grains,Object,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1139,79,19,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",and,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1140,79,20,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",vegetables,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1141,79,21,"I have swapped sweets for fruits , and I am cooking more traditional Moroccan meals with whole grains and vegetables .",.,other,"('I I', 'have swapped am', 'sweets fruits meals grains')"
1142,80,1,"A : That is excellent , Aicha !",A,Predicate,"('That', 'A', '')"
1143,80,2,"A : That is excellent , Aicha !",:,other,"('That', 'A', '')"
1144,80,3,"A : That is excellent , Aicha !",That,Subject,"('That', 'A', '')"
1145,80,4,"A : That is excellent , Aicha !",is,other,"('That', 'A', '')"
1146,80,5,"A : That is excellent , Aicha !",excellent,other,"('That', 'A', '')"
1147,80,6,"A : That is excellent , Aicha !",",",other,"('That', 'A', '')"
1148,80,7,"A : That is excellent , Aicha !",Aicha,other,"('That', 'A', '')"
1149,80,8,"A : That is excellent , Aicha !",!,other,"('That', 'A', '')"
1150,81,1,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",Incorporating,other,"('', 'can help', 'fruits diet levels')"
1151,81,2,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",more,other,"('', 'can help', 'fruits diet levels')"
1152,81,3,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",fruits,Object,"('', 'can help', 'fruits diet levels')"
1153,81,4,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",",",other,"('', 'can help', 'fruits diet levels')"
1154,81,5,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",vegetables,other,"('', 'can help', 'fruits diet levels')"
1155,81,6,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",",",other,"('', 'can help', 'fruits diet levels')"
1156,81,7,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",and,other,"('', 'can help', 'fruits diet levels')"
1157,81,8,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",whole,other,"('', 'can help', 'fruits diet levels')"
1158,81,9,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",grains,other,"('', 'can help', 'fruits diet levels')"
1159,81,10,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",into,other,"('', 'can help', 'fruits diet levels')"
1160,81,11,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",your,other,"('', 'can help', 'fruits diet levels')"
1161,81,12,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",diet,Object,"('', 'can help', 'fruits diet levels')"
1162,81,13,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",can,Predicate,"('', 'can help', 'fruits diet levels')"
1163,81,14,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",really,other,"('', 'can help', 'fruits diet levels')"
1164,81,15,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",help,Predicate,"('', 'can help', 'fruits diet levels')"
1165,81,16,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",control,other,"('', 'can help', 'fruits diet levels')"
1166,81,17,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",your,other,"('', 'can help', 'fruits diet levels')"
1167,81,18,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",blood,other,"('', 'can help', 'fruits diet levels')"
1168,81,19,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",sugar,other,"('', 'can help', 'fruits diet levels')"
1169,81,20,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",levels,Object,"('', 'can help', 'fruits diet levels')"
1170,81,21,"Incorporating more fruits , vegetables , and whole grains into your diet can really help control your blood sugar levels .",.,other,"('', 'can help', 'fruits diet levels')"
1171,82,1,Have you noticed any changes in how you feel since you started eating healthier ?,Have,Predicate,"('you you you', 'Have noticed', 'changes healthier')"
1172,82,2,Have you noticed any changes in how you feel since you started eating healthier ?,you,Subject,"('you you you', 'Have noticed', 'changes healthier')"
1173,82,3,Have you noticed any changes in how you feel since you started eating healthier ?,noticed,Predicate,"('you you you', 'Have noticed', 'changes healthier')"
1174,82,4,Have you noticed any changes in how you feel since you started eating healthier ?,any,other,"('you you you', 'Have noticed', 'changes healthier')"
1175,82,5,Have you noticed any changes in how you feel since you started eating healthier ?,changes,Object,"('you you you', 'Have noticed', 'changes healthier')"
1176,82,6,Have you noticed any changes in how you feel since you started eating healthier ?,in,other,"('you you you', 'Have noticed', 'changes healthier')"
1177,82,7,Have you noticed any changes in how you feel since you started eating healthier ?,how,other,"('you you you', 'Have noticed', 'changes healthier')"
1178,82,8,Have you noticed any changes in how you feel since you started eating healthier ?,you,Subject,"('you you you', 'Have noticed', 'changes healthier')"
1179,82,9,Have you noticed any changes in how you feel since you started eating healthier ?,feel,other,"('you you you', 'Have noticed', 'changes healthier')"
1180,82,10,Have you noticed any changes in how you feel since you started eating healthier ?,since,other,"('you you you', 'Have noticed', 'changes healthier')"
1181,82,11,Have you noticed any changes in how you feel since you started eating healthier ?,you,Subject,"('you you you', 'Have noticed', 'changes healthier')"
1182,82,12,Have you noticed any changes in how you feel since you started eating healthier ?,started,other,"('you you you', 'Have noticed', 'changes healthier')"
1183,82,13,Have you noticed any changes in how you feel since you started eating healthier ?,eating,other,"('you you you', 'Have noticed', 'changes healthier')"
1184,82,14,Have you noticed any changes in how you feel since you started eating healthier ?,healthier,Object,"('you you you', 'Have noticed', 'changes healthier')"
1185,82,15,Have you noticed any changes in how you feel since you started eating healthier ?,?,other,"('you you you', 'Have noticed', 'changes healthier')"
1186,83,1,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",P,other,"('it I', 'is been do', 'time day')"
1187,83,2,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",:,other,"('it I', 'is been do', 'time day')"
1188,83,3,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",Well,other,"('it I', 'is been do', 'time day')"
1189,83,4,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",",",other,"('it I', 'is been do', 'time day')"
1190,83,5,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",it,Subject,"('it I', 'is been do', 'time day')"
1191,83,6,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",is,Predicate,"('it I', 'is been do', 'time day')"
1192,83,7,"P : Well , it is been a short time , but I do feel a little more energetic throughout the day .",been,Predicate,"('it I', 'is been do', 'time day')"
