token,sentence_id,predicted_label,gold_label
.,295,other,other
it,296,Subject,other
is,296,Predicate,Predicate
important,296,Object,Object
to,296,Predicate,Subject
monitor,296,Predicate,Subject
your,296,Object,Subject
blood,296,Object,Subject
sugar,296,Object,Subject
regularly,296,Object,Subject
to,296,Predicate,Subject
ensure,296,Predicate,Subject
it,296,Object,Subject
is,296,Predicate,Subject
well,296,Object,Subject
.,296,other,other
could,297,Predicate,other
you,297,Subject,other
tell,297,Predicate,other
me,297,other,other
a,297,Object,other
bit,297,Object,other
more,297,Object,other
about,297,Object,other
your,297,Object,other
current,297,Object,other
routine,297,Object,other
for,297,Object,other
managing,297,Predicate,other
your,297,Object,other
blood,297,Object,other
sugar,297,Object,other
levels,297,Object,other
?,297,other,other
p,298,other,other
:,298,other,other
yes,298,other,other
",",298,other,other
i,298,Subject,Subject
usually,298,Predicate,Predicate
check,298,Predicate,Predicate
my,298,Object,Object
blood,298,Object,Object
sugar,298,Object,Object
after,298,Object,Object
my,298,Object,Object
meals,298,Object,Object
but,298,other,other
i,298,Subject,other
admit,298,Predicate,other
i,298,Subject,Subject
have,298,Predicate,Predicate
been,298,Predicate,Predicate
a,298,Object,Object
bit,298,Object,Object
inconsistent,298,Object,Object
lately,298,Object,Object
.,298,other,other
a,299,other,other
:,299,other,other
consistency,299,Subject,Subject
is,299,Predicate,Predicate
key,299,Object,Object
when,299,other,Object
it,299,other,Object
comes,299,Predicate,Object
to,299,Predicate,Object
monitoring,299,Predicate,Object
your,299,Object,Object
blood,299,Object,Object
sugar,299,Object,Object
levels,299,Object,Object
",",299,other,other
fatima,299,other,other
.,299,other,other
it,300,Subject,other
might,300,Predicate,Predicate
help,300,Predicate,Predicate
to,300,Predicate,Subject
set,300,Predicate,Subject
reminder,300,Object,Subject
for,300,Object,Subject
your,300,Object,Subject
check,300,Object,Subject
.,300,other,other
apart,301,other,other
from,301,other,other
this,301,other,other
",",301,other,other
are,301,Predicate,other
you,301,Subject,other
eating,301,Predicate,other
balanced,301,Object,other
meals,301,Object,other
and,301,other,other
staying,301,Object,other
active,301,Object,other
?,301,other,other
p,302,other,other
:,302,other,other
i,302,Subject,other
try,302,Predicate,other
to,302,other,other
",",302,other,other
but,302,other,other
i,302,Subject,Subject
sometimes,302,Predicate,Predicate
find,302,Predicate,Predicate
it,302,Object,other
difficult,302,Object,Predicate
to,302,Predicate,Predicate
resist,302,Predicate,Predicate
traditional,302,Object,Object
moroccan,302,Object,Object
sweets,302,Object,Object
that,302,Object,Object
we,302,Object,Object
prepare,302,Predicate,Object
at,302,Object,Object
home,302,Object,Object
.,302,other,other
a,303,other,other
:,303,other,other
it,303,Subject,other
is,303,Predicate,Predicate
important,303,Object,Object
to,303,Predicate,Subject
enjoy,303,Predicate,Subject
your,303,Object,Subject
cultural,303,Object,Subject
foods,303,Object,Subject
",",303,other,other
but,303,other,other
mode,303,Subject,Subject
is,303,Predicate,Predicate
vital,303,Object,Object
",",303,other,other
especially,303,Predicate,Object
with,303,Object,Object
sweets,303,Object,Object
.,303,other,other
instead,304,other,other
",",304,other,other
could,304,Predicate,Predicate
you,304,Subject,Subject
perhaps,304,Predicate,other
incorporate,304,Predicate,Predicate
more,304,Object,Object
of,304,Object,Object
your,304,Object,Object
traditional,304,Object,Object
dishes,304,Object,Object
that,304,Object,Object
are,304,Predicate,Object
rich,304,Object,Object
in,304,Object,Object
vegetables,304,Object,Object
and,304,other,Object
leg,304,Object,Object
?,304,other,other
p,305,other,other
:,305,other,other
that,305,Subject,other
may,305,Predicate,other
be,305,Predicate,other
a,305,Object,other
good,305,Object,other
idea,305,Object,other
indeed,305,Object,other
.,305,other,other
i,306,Subject,Subject
will,306,Predicate,Predicate
also,306,Predicate,other
ensure,306,Predicate,Predicate
to,306,Predicate,Predicate
monitor,306,Predicate,Predicate
my,306,Object,Object
blood,306,Object,Object
sugar,306,Object,Object
more,306,Object,Object
regularly,306,Object,Object
.,306,other,other
thank,307,other,other
you,307,other,other
for,307,other,other
your,307,other,other
advice,307,other,other
.,307,other,other
p,308,other,other
:,308,other,other
i,308,Subject,Subject
have,308,Predicate,Predicate
been,308,Predicate,Predicate
feeling,308,Predicate,Predicate
a,308,Object,Object
bit,308,Object,Object
dizzy,308,Object,Object
lately,308,Object,Object
.,308,other,other
is,309,Predicate,Predicate
it,309,Subject,Subject
related,309,Predicate,Predicate
to,309,Predicate,Predicate
my,309,Object,Object
type,309,Object,Object
2,309,Object,Object
diabetes,309,Object,Object
?,309,other,other
a,310,other,other
:,310,other,other
yes,310,other,other
",",310,other,other
fatima,310,other,other
.,310,other,other
di,311,Subject,Subject
can,311,Predicate,Predicate
sometimes,311,Predicate,Predicate
be,311,Predicate,Predicate
a,311,Object,Object
sy,311,Object,Object
of,311,Object,Object
low,311,Object,Object
blood,311,Object,Object
sugar,311,Object,Object
or,311,other,Object
changes,311,Object,Object
in,311,Object,Object
blood,311,Object,Object
pressure,311,Object,Object
",",311,other,other
which,311,other,other
can,311,Predicate,other
be,311,Predicate,other
related,311,Predicate,other
to,311,Predicate,other
type,311,Object,other
2,311,Object,other
diabetes,311,Object,other
.,311,other,other
di,312,Subject,other
can,312,Predicate,other
sometimes,312,Predicate,other
be,312,Predicate,other
a,312,Object,other
sy,312,Object,other
of,312,Object,other
low,312,Object,Subject
blood,312,Object,Subject
sugar,312,Object,Subject
or,312,other,Subject
changes,312,Object,Subject
in,312,other,Subject
blood,312,Object,Subject
pressure,312,Object,Subject
",",312,other,other
which,312,other,other
can,312,Predicate,Predicate
be,312,Predicate,Predicate
related,312,Predicate,Predicate
to,312,Predicate,Predicate
type,312,Object,Object
2,312,Object,Object
diabetes,312,Object,Object
.,312,other,other
have,313,Predicate,other
you,313,Subject,other
been,313,Predicate,other
monitoring,313,Predicate,other
your,313,Object,other
blood,313,Object,other
sugar,313,Object,other
regularly,313,Object,other
?,313,other,other
p,314,other,other
:,314,other,other
i,314,Subject,Subject
check,314,Predicate,Predicate
it,314,Object,Object
daily,314,other,Object
",",314,other,other
but,314,other,other
maybe,314,other,other
i,314,Subject,Subject
need,314,Predicate,Predicate
to,314,Predicate,Predicate
increase,314,Predicate,Predicate
the,314,Object,Object
frequency,314,Object,Object
.,314,other,other
a,315,other,other
:,315,other,other
that,315,Subject,Subject
would,315,Predicate,Predicate
be,315,Predicate,Predicate
helpful,315,Predicate,Predicate
in,315,Predicate,Predicate
understanding,315,Predicate,Predicate
if,315,Object,Object
these,315,Subject,Object
episodes,315,Subject,Object
are,315,Predicate,Object
related,315,Predicate,Object
to,315,Predicate,Object
your,315,Object,Object
blood,315,Object,Object
sugar,315,Object,Object
levels,315,Object,Object
.,315,other,other
also,316,other,other
",",316,other,other
regular,316,Subject,Subject
meals,316,Subject,Subject
and,316,other,other
staying,316,Subject,other
hydra,316,Subject,other
can,316,Predicate,Predicate
help,316,Predicate,Predicate
avoid,316,Predicate,Predicate
di,316,Object,Object
.,316,other,other
also,317,other,other
",",317,other,other
regular,317,Subject,other
meals,317,Subject,other
and,317,other,other
staying,317,Subject,Subject
hydra,317,Subject,Subject
can,317,Predicate,Predicate
help,317,Predicate,Predicate
avoid,317,Predicate,Predicate
di,317,Object,Object
.,317,other,other
have,318,Predicate,other
you,318,Subject,other
been,318,Predicate,other
maintaining,318,Predicate,other
your,318,Object,other
regular,318,Object,other
meal,318,Object,other
schedule,318,Object,other
?,318,other,other
p,319,other,other
:,319,other,other
i,319,Subject,Subject
have,319,Predicate,Predicate
been,319,Predicate,Predicate
trying,319,other,Predicate
to,319,other,Predicate
",",319,other,other
although,319,other,other
i,319,Subject,Subject
sometimes,319,Predicate,Predicate
miss,319,Predicate,Predicate
meals,319,Object,Object
when,319,Object,Object
i,319,Subject,Object
am,319,Predicate,Object
busy,319,Object,Object
with,319,Object,Object
my,319,Object,Object
grand,319,Object,Object
.,319,other,other
a,320,other,other
:,320,other,other
skipping,320,Subject,Subject
meals,320,Subject,Subject
may,320,Predicate,Predicate
cause,320,Predicate,Predicate
your,320,Object,Object
blood,320,Object,Object
sugar,320,Object,Object
levels,320,Object,Object
to,320,Predicate,Object
flu,320,Predicate,Object
",",320,other,other
which,320,other,other
might,320,Predicate,other
be,320,Predicate,other
contributing,320,Predicate,other
to,320,Predicate,other
your,320,Object,other
di,320,Object,other
.,320,other,other
a,321,other,other
:,321,other,other
skipping,321,Subject,other
meals,321,Subject,other
may,321,Predicate,other
cause,321,Predicate,other
your,321,Object,Subject
blood,321,Object,Subject
sugar,321,Object,Subject
levels,321,Object,Subject
to,321,Predicate,Subject
flu,321,other,Subject
",",321,other,other
which,321,other,other
might,321,Predicate,Predicate
be,321,Predicate,Predicate
contributing,321,Predicate,Predicate
to,321,Predicate,Predicate
your,321,Object,Object
di,321,Object,Object
.,321,other,other
try,322,Predicate,Predicate
to,322,Predicate,Predicate
have,322,Predicate,Predicate
smaller,322,Object,Object
",",322,other,other
frequent,322,Object,Object
meals,322,Object,Object
and,322,other,Object
snacks,322,Object,Object
to,322,Predicate,other
help,322,Predicate,other
keep,322,Predicate,other
your,322,Object,other
blood,322,Object,other
sugar,322,Object,other
levels,322,Object,other
stable,322,Object,other
.,322,other,other
try,323,Predicate,other
to,323,Predicate,other
have,323,other,other
smaller,323,other,Subject
",",323,other,other
frequent,323,other,Subject
meals,323,other,Subject
and,323,other,Subject
snacks,323,other,Subject
to,323,Predicate,other
help,323,Predicate,Predicate
2,311,other,other
diabetes,311,other,other
.,311,other,other
di,312,Subject,other
can,312,Predicate,other
sometimes,312,Predicate,other
be,312,Predicate,other
a,312,Object,other
sy,312,Object,other
of,312,Object,other
low,312,Object,Subject
blood,312,Object,Subject
sugar,312,Object,Subject
or,312,other,Subject
changes,312,Object,Subject
in,312,Object,Subject
blood,312,Object,Subject
pressure,312,Object,Subject
",",312,other,other
which,312,other,other
can,312,Predicate,Predicate
be,312,Predicate,Predicate
related,312,Predicate,Predicate
to,312,Predicate,Predicate
type,312,Object,Object
2,312,Object,Object
diabetes,312,Object,Object
.,312,other,other
have,313,Predicate,other
you,313,Subject,other
been,313,Predicate,other
monitoring,313,Predicate,other
your,313,Object,other
blood,313,Object,other
sugar,313,Object,other
regularly,313,Object,other
?,313,other,other
p,314,other,other
:,314,other,other
i,314,Subject,Subject
check,314,Predicate,Predicate
it,314,Object,Object
daily,314,Object,Object
",",314,other,other
but,314,other,other
maybe,314,other,other
i,314,Subject,Subject
need,314,Predicate,Predicate
to,314,Predicate,Predicate
increase,314,Predicate,Predicate
the,314,Object,Object
frequency,314,Object,Object
.,314,other,other
a,315,other,other
:,315,other,other
that,315,Subject,Subject
would,315,Predicate,Predicate
be,315,Predicate,Predicate
helpful,315,Predicate,Predicate
in,315,Predicate,Predicate
understanding,315,Predicate,Predicate
if,315,Object,Object
these,315,Subject,Object
episodes,315,Subject,Object
are,315,Predicate,Object
related,315,Predicate,Object
to,315,Predicate,Object
your,315,Object,Object
blood,315,Object,Object
sugar,315,Object,Object
levels,315,Object,Object
.,315,other,other
also,316,other,other
",",316,other,other
regular,316,Subject,Subject
meals,316,Subject,Subject
and,316,other,other
staying,316,Subject,other
hydra,316,Subject,other
can,316,Predicate,Predicate
help,316,Predicate,Predicate
avoid,316,Predicate,Predicate
di,316,Object,Object
.,316,other,other
also,317,other,other
",",317,other,other
regular,317,Subject,other
meals,317,Subject,other
and,317,other,other
staying,317,Subject,Subject
hydra,317,Subject,Subject
can,317,Predicate,Predicate
help,317,Predicate,Predicate
avoid,317,Predicate,Predicate
di,317,Object,Object
.,317,other,other
have,318,Predicate,other
you,318,Subject,other
been,318,Predicate,other
maintaining,318,Predicate,other
your,318,Object,other
regular,318,Object,other
meal,318,Object,other
schedule,318,Object,other
?,318,other,other
p,319,other,other
:,319,other,other
i,319,Subject,Subject
have,319,Predicate,Predicate
been,319,Predicate,Predicate
trying,319,other,Predicate
to,319,other,Predicate
",",319,other,other
although,319,other,other
i,319,Subject,Subject
sometimes,319,Predicate,Predicate
miss,319,Predicate,Predicate
meals,319,Object,Object
when,319,Object,Object
i,319,Subject,Object
am,319,Predicate,Object
busy,319,Object,Object
with,319,Object,Object
my,319,Object,Object
grand,319,Object,Object
.,319,other,other
a,320,other,other
:,320,other,other
skipping,320,Subject,Subject
meals,320,Subject,Subject
may,320,Predicate,Predicate
cause,320,Predicate,Predicate
your,320,Object,Object
blood,320,Object,Object
sugar,320,Object,Object
levels,320,Object,Object
to,320,Predicate,Object
flu,320,Predicate,Object
",",320,other,other
which,320,other,other
might,320,Predicate,other
be,320,Predicate,other
contributing,320,Predicate,other
to,320,Predicate,other
your,320,Object,other
di,320,Object,other
.,320,other,other
a,321,other,other
:,321,other,other
skipping,321,Subject,other
meals,321,Subject,other
may,321,Predicate,other
cause,321,Predicate,other
your,321,Object,Subject
blood,321,other,Subject
sugar,321,other,Subject
levels,321,other,Subject
to,321,other,Subject
flu,321,other,Subject
",",321,other,other
which,321,other,other
might,321,Predicate,Predicate
be,321,Predicate,Predicate
contributing,321,Predicate,Predicate
to,321,Predicate,Predicate
your,321,Object,Object
di,321,Object,Object
.,321,other,other
try,322,Predicate,Predicate
to,322,Predicate,Predicate
have,322,Predicate,Predicate
smaller,322,Object,Object
",",322,other,other
frequent,322,Object,Object
meals,322,Object,Object
and,322,other,Object
snacks,322,Object,Object
to,322,Predicate,other
help,322,Predicate,other
keep,322,Predicate,other
your,322,Object,other
blood,322,Object,other
sugar,322,Object,other
levels,322,Object,other
stable,322,Object,other
.,322,other,other
try,323,other,other
to,323,other,other
have,323,other,other
smaller,323,other,Subject
",",323,other,other
frequent,323,other,Subject
meals,323,other,Subject
and,323,other,Subject
snacks,323,other,Subject
to,323,other,other
help,323,other,Predicate
keep,323,other,Predicate
your,323,other,Object
blood,323,other,Object
sugar,323,other,Object
levels,323,other,Object
stable,323,other,Object
.,323,other,other
p,324,other,other
:,324,other,other
i,324,Subject,Subject
will,324,Predicate,Predicate
try,324,Predicate,Predicate
to,324,Predicate,Predicate
stick,324,Predicate,Predicate
to,324,Predicate,Predicate
my,324,Object,Object
meal,324,Object,Object
times,324,Object,Object
better,324,Object,Object
.,324,other,other
thank,325,other,other
you,325,other,other
for,325,other,other
your,325,other,other
advice,325,other,other
.,325,other,other
a,326,other,other
:,326,other,other
you,326,other,other
are,326,other,other
welcome,326,other,other
",",326,other,other
fatima,326,other,other
!,326,other,other
please,327,other,other
continue,327,Predicate,other
to,327,Predicate,other
monitor,327,Predicate,other
your,327,Object,other
symptoms,327,Object,other
and,327,other,other
do,327,other,other
not,327,other,other
hesitate,327,other,other
to,327,other,other
reach,327,other,other
out,327,other,other
if,327,other,other
you,327,other,other
have,327,other,other
further,327,other,other
concerns,327,other,other
.,327,other,other
p,328,other,other
:,328,other,other
my,328,Subject,Subject
blood,328,Subject,Subject
sugar,328,Subject,Subject
levels,328,Subject,Subject
have,328,Predicate,Predicate
been,328,Predicate,Predicate
erratic,328,Object,Object
lately,328,Object,Object
",",328,other,other
especially,328,Predicate,Object
after,328,Predicate,Object
those,328,Object,Object
traditional,328,Object,Object
turkish,328,Object,Object
dessert,328,Object,Object
.,328,other,other
a,329,other,other
:,329,other,other
it,329,Subject,other
is,329,Predicate,Predicate
not,329,Predicate,Predicate
uncommon,329,Object,Object
for,329,Predicate,Object
sweet,329,Subject,Object
foods,329,Subject,Object
",",329,other,other
especially,329,other,Object
dessert,329,Object,Object
rich,329,Object,Object
in,329,Object,Object
sugar,329,Object,Object
",",329,other,other
to,329,Predicate,Subject
cause,329,Predicate,Subject
fluctuations,329,Object,Subject
in,329,Object,Subject
blood,329,Object,Subject
sugar,329,Object,Subject
.,329,other,other
are,330,Predicate,other
you,330,Subject,other
having,330,Predicate,other
these,330,Object,other
dessert,330,Object,other
often,330,Object,other
?,330,other,other
p,331,other,other
:,331,other,other
only,331,Predicate,other
during,331,Predicate,other
special,331,Object,other
family,331,Object,other
gatherings,331,Object,other
",",331,other,other
but,331,other,other
i,331,Subject,Subject
do,331,Predicate,Predicate
enjoy,331,Predicate,Predicate
them,331,Object,Object
.,331,other,other
a,332,other,other
:,332,other,other
mode,332,Subject,Subject
is,332,Predicate,Predicate
key,332,Object,Object
.,332,other,other
you,333,Subject,Subject
might,333,Predicate,Predicate
try,333,Predicate,Predicate
health,333,Object,Object
versions,333,Object,Object
of,333,Object,Object
these,333,Object,Object
dessert,333,Object,Object
.,333,other,other
also,334,other,other
",",334,other,other
balancing,334,Subject,Subject
them,334,Subject,Subject
with,334,Subject,Subject
protein,334,Object,Subject
snacks,334,Subject,Subject
can,334,Predicate,Predicate
help,334,Predicate,Predicate
manage,334,Predicate,Predicate
the,334,Object,Object
spikes,334,Object,Object
.,334,other,other
p,335,other,other
:,335,other,other
that,335,other,other
sounds,335,other,other
do,335,other,other
.,335,other,other
should,336,Predicate,Predicate
i,336,Subject,Subject
avoid,336,Predicate,Predicate
them,336,Object,Object
entirely,336,other,Object
",",336,other,other
though,336,other,other
?,336,other,other
a,337,other,other
:,337,other,other
not,337,other,other
necessarily,337,other,other
",",337,other,other
fat,337,other,other
.,337,other,other
you,338,Subject,Subject
do,338,Predicate,Predicate
not,338,Predicate,Predicate
have,338,Predicate,Predicate
to,338,Predicate,Predicate
give,338,Predicate,Predicate
up,338,Predicate,Predicate
foods,338,Object,Object
you,338,Object,Object
love,338,other,Object
.,338,other,other
just,339,Predicate,other
enjoy,339,Predicate,Predicate
smaller,339,Object,Object
portions,339,Object,Object
and,339,other,other
monitor,339,Predicate,Predicate
your,339,Object,Object
blood,339,Object,Object
sugar,339,Object,Object
closely,339,other,Object
.,339,other,other
a,340,other,other
:,340,other,other
fat,340,other,other
",",340,other,other
could,340,Predicate,other
you,340,Subject,other
tell,340,Predicate,other
me,340,other,other
more,340,other,other
about,340,Predicate,other
how,340,Object,other
your,340,Object,Subject
knee,340,Object,Subject
arthritis,340,Object,Subject
affects,340,Predicate,Predicate
your,340,Object,Object
daily,340,Object,Object
walks,340,Object,Object
?,340,other,other
does,341,Predicate,other
it,341,Subject,Subject
cause,341,Predicate,Predicate
discomfort,341,Object,Object
or,341,other,Object
pain,341,Object,Object
after,341,Object,Object
a,341,Object,Object
while,341,Object,Object
?,341,other,other
p,342,other,other
:,342,other,other
yes,342,other,other
",",342,other,other
it,342,Subject,Subject
gets,342,Predicate,Predicate
painful,342,Object,Object
after,342,Object,Object
a,342,Object,Object
short,342,Object,Object
while,342,Object,Object
.,342,other,other
i,343,Subject,Subject
try,343,Predicate,Predicate
to,343,Predicate,Predicate
walk,343,Predicate,Predicate
slowly,343,Object,Object
and,343,other,other
take,343,Predicate,other
rests,343,Object,other
but,343,other,other
the,343,other,other
discomfort,343,other,other
is,343,Predicate,other
still,343,Predicate,other
there,343,Object,other
.,343,other,other
i,344,Subject,Subject
try,344,Predicate,Predicate
to,344,Predicate,Predicate
walk,344,other,other
slowly,344,other,other
and,344,other,other
take,344,Predicate,Predicate
rests,344,Object,Object
but,344,other,other
the,344,other,other
discomfort,344,other,other
is,344,Predicate,other
still,344,other,other
there,344,Object,other
.,344,other,other
i,345,Subject,other
try,345,other,other
to,345,other,other
walk,345,other,other
slowly,345,other,other
and,345,other,other
take,345,other,other
rests,345,other,other
but,345,other,other
the,345,other,Subject
discomfort,345,other,Subject
is,345,other,Predicate
still,345,other,Object
there,345,Object,Object
.,345,other,other
a,346,other,other
:,346,other,other
it,346,Subject,other
might,346,Predicate,Predicate
help,346,Predicate,Predicate
to,346,Predicate,Subject
do,346,Predicate,Subject
some,346,Object,Subject
gentle,346,Object,Subject
stretching,346,Object,Subject
exercises,346,Object,Subject
before,346,Object,Subject
you,346,Object,Subject
start,346,Object,Subject
walking,346,Object,Subject
.,346,other,other
this,347,other,Subject
",",329,other,other
to,329,Predicate,Subject
cause,329,Predicate,Subject
fluctuations,329,Object,Subject
in,329,Object,Subject
blood,329,Object,Subject
sugar,329,Object,Subject
.,329,other,other
are,330,Predicate,other
you,330,Subject,other
having,330,Predicate,other
these,330,Object,other
dessert,330,Object,other
often,330,Object,other
?,330,other,other
p,331,other,other
:,331,other,other
only,331,Predicate,other
during,331,Predicate,other
special,331,Object,other
family,331,Object,other
gatherings,331,Object,other
",",331,other,other
but,331,other,other
i,331,Subject,Subject
do,331,Predicate,Predicate
enjoy,331,Predicate,Predicate
them,331,Object,Object
.,331,other,other
a,332,other,other
:,332,other,other
mode,332,Subject,Subject
is,332,Predicate,Predicate
key,332,Object,Object
.,332,other,other
you,333,Subject,Subject
might,333,Predicate,Predicate
try,333,Predicate,Predicate
health,333,Object,Object
versions,333,Object,Object
of,333,Object,Object
these,333,Object,Object
dessert,333,Object,Object
.,333,other,other
also,334,other,other
",",334,other,other
balancing,334,Subject,Subject
them,334,Subject,Subject
with,334,Subject,Subject
protein,334,Subject,Subject
snacks,334,Subject,Subject
can,334,Predicate,Predicate
help,334,Predicate,Predicate
manage,334,Predicate,Predicate
the,334,Object,Object
spikes,334,Object,Object
.,334,other,other
p,335,other,other
:,335,other,other
that,335,other,other
sounds,335,other,other
do,335,other,other
.,335,other,other
should,336,Predicate,Predicate
i,336,Subject,Subject
avoid,336,Predicate,Predicate
them,336,Object,Object
entirely,336,other,Object
",",336,other,other
though,336,other,other
?,336,other,other
a,337,other,other
:,337,other,other
not,337,other,other
necessarily,337,other,other
",",337,other,other
fat,337,other,other
.,337,other,other
you,338,Subject,Subject
do,338,Predicate,Predicate
not,338,Predicate,Predicate
have,338,Predicate,Predicate
to,338,Predicate,Predicate
give,338,Predicate,Predicate
up,338,Predicate,Predicate
foods,338,Object,Object
you,338,Object,Object
love,338,other,Object
.,338,other,other
just,339,Predicate,other
enjoy,339,Predicate,Predicate
smaller,339,Object,Object
portions,339,Object,Object
and,339,other,other
monitor,339,Predicate,Predicate
your,339,Object,Object
blood,339,Object,Object
sugar,339,Object,Object
closely,339,Object,Object
.,339,other,other
a,340,other,other
:,340,other,other
fat,340,other,other
",",340,other,other
could,340,Predicate,other
you,340,Subject,other
tell,340,Predicate,other
me,340,other,other
more,340,other,other
about,340,Predicate,other
how,340,Object,other
your,340,Object,Subject
knee,340,Object,Subject
arthritis,340,Object,Subject
affects,340,Predicate,Predicate
your,340,Object,Object
daily,340,Object,Object
walks,340,Object,Object
?,340,other,other
does,341,Predicate,other
it,341,Subject,Subject
cause,341,Predicate,Predicate
discomfort,341,Object,Object
or,341,other,Object
pain,341,Object,Object
after,341,Object,Object
a,341,Object,Object
while,341,Object,Object
?,341,other,other
p,342,other,other
:,342,other,other
yes,342,other,other
",",342,other,other
it,342,Subject,Subject
gets,342,Predicate,Predicate
painful,342,Object,Object
after,342,Object,Object
a,342,Object,Object
short,342,Object,Object
while,342,Object,Object
.,342,other,other
i,343,Subject,Subject
try,343,Predicate,Predicate
to,343,Predicate,Predicate
walk,343,other,Predicate
slowly,343,other,Object
and,343,other,other
take,343,Predicate,other
rests,343,Object,other
but,343,other,other
the,343,other,other
discomfort,343,other,other
is,343,other,other
still,343,other,other
there,343,Object,other
.,343,other,other
i,344,Subject,Subject
try,344,other,Predicate
to,344,other,Predicate
walk,344,other,other
slowly,344,other,other
and,344,other,other
take,344,other,Predicate
rests,344,other,Object
but,344,other,other
the,344,other,other
discomfort,344,other,other
is,344,other,other
still,344,other,other
there,344,other,other
.,344,other,other
i,345,Subject,other
try,345,other,other
to,345,other,other
walk,345,other,other
slowly,345,other,other
and,345,other,other
take,345,other,other
rests,345,other,other
but,345,other,other
the,345,other,Subject
discomfort,345,other,Subject
is,345,other,Predicate
still,345,other,Object
there,345,Object,Object
.,345,other,other
a,346,other,other
:,346,other,other
it,346,Subject,other
might,346,Predicate,Predicate
help,346,Predicate,Predicate
to,346,Predicate,Subject
do,346,Predicate,Subject
some,346,Object,Subject
gentle,346,Object,Subject
stretching,346,Object,Subject
exercises,346,Object,Subject
before,346,Object,Subject
you,346,Object,Subject
start,346,Object,Subject
walking,346,Object,Subject
.,346,other,other
this,347,Subject,Subject
could,347,Predicate,Predicate
warm,347,Predicate,Predicate
up,347,Predicate,Predicate
your,347,Object,Object
muscles,347,Object,Object
and,347,other,Object
joints,347,Object,Object
",",347,other,other
potentially,347,Predicate,Object
reducing,347,Predicate,Object
the,347,Object,Object
discomfort,347,Object,Object
.,347,other,other
but,348,other,other
remember,348,Predicate,Predicate
not,348,Predicate,Predicate
to,348,Predicate,Predicate
push,348,Predicate,Predicate
yourself,348,Object,Object
too,348,Object,Object
much,348,Object,Object
.,348,other,other
safety,349,Subject,Subject
is,349,Predicate,Predicate
important,349,Object,Object
.,349,other,other
p,350,other,other
:,350,other,other
that,350,other,other
sounds,350,other,other
good,350,other,other
.,350,other,other
any,351,other,other
specific,351,Object,other
stretches,351,other,other
you,351,other,other
would,351,other,other
recommend,351,Predicate,other
?,351,other,other
a,352,other,other
:,352,other,other
you,352,Subject,Subject
may,352,Predicate,Predicate
want,352,Predicate,Predicate
to,352,Predicate,Predicate
try,352,Predicate,Predicate
ham,352,Object,Object
stretches,352,Object,Object
or,352,other,Object
a,352,Object,Object
calf,352,Object,Object
stretch,352,Object,Object
.,352,other,other
remember,353,Predicate,Predicate
to,353,Predicate,Predicate
keep,353,Predicate,Predicate
the,353,Object,Object
movements,353,Object,Object
gentle,353,Object,Object
and,353,other,Object
slow,353,Object,Object
.,353,other,other
if,354,other,Object
you,354,Subject,Object
feel,354,Predicate,Object
any,354,Object,Object
sharp,354,Object,Object
pain,354,Object,Object
during,354,Object,Object
these,354,Object,Object
stretches,354,Object,Object
",",354,other,other
you,354,Subject,Subject
should,354,Predicate,Predicate
stop,354,Predicate,Predicate
right,354,other,other
away,354,other,other
.,354,other,other
it,355,Subject,other
may,355,Predicate,Predicate
also,355,Predicate,other
be,355,Predicate,Predicate
beneficial,355,Object,Object
to,355,Predicate,Subject
consult,355,Predicate,Subject
a,355,Object,Subject
ph,355,Object,Subject
.,355,other,other
p,356,other,other
:,356,other,other
i,356,Subject,Subject
will,356,Predicate,Predicate
try,356,other,Predicate
these,356,other,Object
out,356,other,Predicate
and,356,other,other
consider,356,Predicate,other
seeing,356,Predicate,other
a,356,Object,other
ph,356,Object,other
if,356,other,other
needed,356,other,other
.,356,other,other
p,357,other,other
:,357,other,other
i,357,Subject,Subject
will,357,Predicate,Predicate
try,357,other,other
these,357,other,other
out,357,other,other
and,357,other,other
consider,357,Predicate,Predicate
seeing,357,Predicate,Predicate
a,357,Object,Object
ph,357,Object,Object
if,357,other,Object
needed,357,other,Object
.,357,other,other
thank,358,other,other
you,358,other,other
for,358,other,other
your,358,other,other
advice,358,other,other
!,358,other,other
a,359,other,other
:,359,other,other
you,359,other,other
are,359,other,other
very,359,other,other
welcome,359,other,other
",",359,other,other
fat,359,other,other
!,359,other,other
just,360,other,other
remember,360,other,other
",",360,other,other
there,360,Subject,other
is,360,Predicate,other
no,360,other,other
rush,360,other,other
.,360,other,other
go,361,Predicate,other
at,361,Predicate,other
your,361,Object,other
own,361,Object,other
pace,361,Object,other
and,361,other,other
listen,361,Predicate,other
to,361,Predicate,other
your,361,Object,other
body,361,Object,other
.,361,other,other
stay,362,other,other
safe,362,other,other
",",362,other,other
and,362,other,other
feel,362,other,other
free,362,other,other
to,362,other,other
reach,362,other,other
out,362,other,other
if,362,other,other
you,362,other,other
have,362,other,other
more,362,other,other
questions,362,other,other
or,362,other,other
concerns,362,other,other
.,362,other,other
p,363,other,other
:,363,other,other
i,363,Subject,Subject
have,363,Predicate,Predicate
been,363,Predicate,Predicate
struggling,363,Predicate,Predicate
to,363,Predicate,Predicate
sleep,363,Predicate,Predicate
well,363,Object,Object
because,363,Predicate,Object
of,363,Predicate,Object
my,363,Object,Object
anxiety,363,Object,Object
about,363,Object,Object
managing,363,Object,Object
my,363,Object,Object
