sentence_id,token_id,sentence,token,spo_label
90,15,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",which,other
90,16,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",means,other
90,17,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",your,other
90,18,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",body,other
90,19,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",is,other
90,20,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",not,other
90,21,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",able,other
90,22,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",to,other
90,23,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",use,other
90,24,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",insulin,other
90,25,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",effectively,other
90,26,"Nicotine , the addictive substance in cigarettes , can lead to insulin resistance , which means your body is not able to use insulin effectively .",.,other
91,1,This can cause higher blood sugar levels .,This,Subject
91,2,This can cause higher blood sugar levels .,can,Predicate
91,3,This can cause higher blood sugar levels .,cause,Predicate
91,4,This can cause higher blood sugar levels .,higher,Object
91,5,This can cause higher blood sugar levels .,blood,Object
91,6,This can cause higher blood sugar levels .,sugar,Object
91,7,This can cause higher blood sugar levels .,levels,Object
91,8,This can cause higher blood sugar levels .,.,other
92,1,P: I see.,P,other
92,2,P: I see.,:,other
92,3,P: I see.,I,other
92,4,P: I see.,see,other
92,5,P: I see.,.,other
93,1,That is more motivation for me to quit .,That,Subject
93,2,That is more motivation for me to quit .,is,Predicate
93,3,That is more motivation for me to quit .,more,Object
93,4,That is more motivation for me to quit .,motivation,Object
93,5,That is more motivation for me to quit .,for,Object
93,6,That is more motivation for me to quit .,me,Object
93,7,That is more motivation for me to quit .,to,Object
93,8,That is more motivation for me to quit .,quit,Object
93,9,That is more motivation for me to quit .,.,other
94,1,"But it is tough , you know ?",But,other
94,2,"But it is tough , you know ?",it,other
94,3,"But it is tough , you know ?",is,other
94,4,"But it is tough , you know ?",tough,other
94,5,"But it is tough , you know ?",",",other
94,6,"But it is tough , you know ?",you,other
94,7,"But it is tough , you know ?",know,other
94,8,"But it is tough , you know ?",?,other
95,1,"A : Absolutely , quitting smoking is a significant challenge .",A,other
95,2,"A : Absolutely , quitting smoking is a significant challenge .",:,other
95,3,"A : Absolutely , quitting smoking is a significant challenge .",Absolutely,other
95,4,"A : Absolutely , quitting smoking is a significant challenge .",",",other
95,5,"A : Absolutely , quitting smoking is a significant challenge .",quitting,Subject
95,6,"A : Absolutely , quitting smoking is a significant challenge .",smoking,Subject
95,7,"A : Absolutely , quitting smoking is a significant challenge .",is,Predicate
95,8,"A : Absolutely , quitting smoking is a significant challenge .",a,Object
95,9,"A : Absolutely , quitting smoking is a significant challenge .",significant,Object
95,10,"A : Absolutely , quitting smoking is a significant challenge .",challenge,Object
95,11,"A : Absolutely , quitting smoking is a significant challenge .",.,other
96,1,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",But,other
96,2,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",remember,other
96,3,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",",",other
96,4,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",making,Subject
96,5,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",small,Subject
96,6,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",steps,Subject
96,7,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",towards,Subject
96,8,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",reducing,Subject
96,9,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",your,Subject
96,10,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",cigarette,Subject
96,11,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",intake,Subject
96,12,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",can,Predicate
96,13,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",make,Predicate
96,14,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",a,Object
96,15,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",big,Object
96,16,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",difference,Object
96,17,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",in,Object
96,18,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",managing,Object
96,19,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",your,Object
96,20,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",diabetes,Object
96,21,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",and,Object
96,22,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",overall,Object
96,23,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",health,Object
96,24,"But remember , making small steps towards reducing your cigarette intake can make a big difference in managing your diabetes and overall health .",.,other
97,1,There are many resources and support groups that can help .,There,other
97,2,There are many resources and support groups that can help .,are,Predicate
97,3,There are many resources and support groups that can help .,many,Object
97,4,There are many resources and support groups that can help .,resources,Object
97,5,There are many resources and support groups that can help .,and,other
97,6,There are many resources and support groups that can help .,support,Object
97,7,There are many resources and support groups that can help .,groups,Object
97,8,There are many resources and support groups that can help .,that,other
97,9,There are many resources and support groups that can help .,can,Predicate
97,10,There are many resources and support groups that can help .,help,Predicate
97,11,There are many resources and support groups that can help .,.,other
98,1,There are many resources and support groups that can help .,There,other
98,2,There are many resources and support groups that can help .,are,Predicate
98,3,There are many resources and support groups that can help .,many,Object
98,4,There are many resources and support groups that can help .,resources,Object
98,5,There are many resources and support groups that can help .,and,other
98,6,There are many resources and support groups that can help .,support,Object
98,7,There are many resources and support groups that can help .,groups,Object
98,8,There are many resources and support groups that can help .,that,other
98,9,There are many resources and support groups that can help .,can,Predicate
98,10,There are many resources and support groups that can help .,help,Predicate
98,11,There are many resources and support groups that can help .,.,other
99,1,P : I am trying to use nicotine gum now .,P,other
99,2,P : I am trying to use nicotine gum now .,:,other
99,3,P : I am trying to use nicotine gum now .,I,Subject
99,4,P : I am trying to use nicotine gum now .,am,Predicate
99,5,P : I am trying to use nicotine gum now .,trying,Predicate
99,6,P : I am trying to use nicotine gum now .,to,Predicate
99,7,P : I am trying to use nicotine gum now .,use,Predicate
99,8,P : I am trying to use nicotine gum now .,nicotine,Object
99,9,P : I am trying to use nicotine gum now .,gum,Object
99,10,P : I am trying to use nicotine gum now .,now,Object
99,11,P : I am trying to use nicotine gum now .,.,other
100,1,Is this a good approach ?,Is,other
100,2,Is this a good approach ?,this,other
100,3,Is this a good approach ?,a,other
100,4,Is this a good approach ?,good,other
100,5,Is this a good approach ?,approach,other
100,6,Is this a good approach ?,?,other
101,1,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,A,other
101,2,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,:,other
101,3,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,Nicotine,Subject
101,4,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,gum,Subject
101,5,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,can,Predicate
101,6,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,be,Predicate
101,7,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,helpful,Predicate
101,8,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,for,Object
101,9,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,some,Object
101,10,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,people,Object
101,11,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,as,other
101,12,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,it,Subject
101,13,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,provides,Predicate
101,14,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,a,Object
101,15,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,small,Object
101,16,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,amount,Object
101,17,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,of,Object
101,18,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,nicotine,Object
101,19,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,to,Object
101,20,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,reduce,Object
101,21,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,cravings,Object
101,22,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,and,other
101,23,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,withdrawal,Object
101,24,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,symptoms,Object
101,25,A : Nicotine gum can be helpful for some people as it provides a small amount of nicotine to reduce cravings and withdrawal symptoms .,.,other
102,1,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",However,other
102,2,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",",",other
102,3,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",it,Subject
102,4,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",is,Predicate
102,5,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",important,Object
102,6,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",to,Predicate
102,7,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",use,Predicate
102,8,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",it,Object
102,9,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",as,Object
102,10,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",part,Object
102,11,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",of,Object
102,12,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",a,Object
102,13,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",comprehensive,Object
102,14,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",quit,Object
102,15,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",smoking,Object
102,16,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",program,Object
102,17,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",under,Object
102,18,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",the,Object
102,19,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",guidance,Object
102,20,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",of,Object
102,21,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",your,Object
102,22,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",healthcare,Object
102,23,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",provider,Object
102,24,"However , it is important to use it as part of a comprehensive quit smoking program under the guidance of your healthcare provider .",.,other
103,1,"P: Alright, I will discuss this with my doctor on my next visit.",P,other
103,2,"P: Alright, I will discuss this with my doctor on my next visit.",:,other
103,3,"P: Alright, I will discuss this with my doctor on my next visit.",Alright,other
103,4,"P: Alright, I will discuss this with my doctor on my next visit.",",",other
103,5,"P: Alright, I will discuss this with my doctor on my next visit.",I,Subject
103,6,"P: Alright, I will discuss this with my doctor on my next visit.",will,Predicate
103,7,"P: Alright, I will discuss this with my doctor on my next visit.",discuss,Predicate
103,8,"P: Alright, I will discuss this with my doctor on my next visit.",this,Object
103,9,"P: Alright, I will discuss this with my doctor on my next visit.",with,Object
103,10,"P: Alright, I will discuss this with my doctor on my next visit.",my,Object
103,11,"P: Alright, I will discuss this with my doctor on my next visit.",doctor,Object
103,12,"P: Alright, I will discuss this with my doctor on my next visit.",on,Object
103,13,"P: Alright, I will discuss this with my doctor on my next visit.",my,Object
103,14,"P: Alright, I will discuss this with my doctor on my next visit.",next,Object
103,15,"P: Alright, I will discuss this with my doctor on my next visit.",visit,Object
103,16,"P: Alright, I will discuss this with my doctor on my next visit.",.,other
104,1,Thank you for your insights .,Thank,other
104,2,Thank you for your insights .,you,other
104,3,Thank you for your insights .,for,other
104,4,Thank you for your insights .,your,other
104,5,Thank you for your insights .,insights,other
104,6,Thank you for your insights .,.,other
105,1,"A : You are welcome , Aicha !",A,other
105,2,"A : You are welcome , Aicha !",:,other
105,3,"A : You are welcome , Aicha !",You,other
105,4,"A : You are welcome , Aicha !",are,other
105,5,"A : You are welcome , Aicha !",welcome,other
105,6,"A : You are welcome , Aicha !",",",other
105,7,"A : You are welcome , Aicha !",Aicha,other
105,8,"A : You are welcome , Aicha !",!,other
106,1,"Remember , every step towards quitting smoking is an achievement .",Remember,Predicate
106,2,"Remember , every step towards quitting smoking is an achievement .",",",other
106,3,"Remember , every step towards quitting smoking is an achievement .",every,Subject
106,4,"Remember , every step towards quitting smoking is an achievement .",step,Subject
106,5,"Remember , every step towards quitting smoking is an achievement .",towards,Subject
106,6,"Remember , every step towards quitting smoking is an achievement .",quitting,Subject
106,7,"Remember , every step towards quitting smoking is an achievement .",smoking,Subject
106,8,"Remember , every step towards quitting smoking is an achievement .",is,Predicate
106,9,"Remember , every step towards quitting smoking is an achievement .",an,Object
106,10,"Remember , every step towards quitting smoking is an achievement .",achievement,Object
106,11,"Remember , every step towards quitting smoking is an achievement .",.,other
107,1,Do not hesitate to ask for help when you need it .,Do,other
107,2,Do not hesitate to ask for help when you need it .,not,other
107,3,Do not hesitate to ask for help when you need it .,hesitate,other
107,4,Do not hesitate to ask for help when you need it .,to,other
107,5,Do not hesitate to ask for help when you need it .,ask,other
107,6,Do not hesitate to ask for help when you need it .,for,other
107,7,Do not hesitate to ask for help when you need it .,help,other
107,8,Do not hesitate to ask for help when you need it .,when,other
107,9,Do not hesitate to ask for help when you need it .,you,other
107,10,Do not hesitate to ask for help when you need it .,need,other
107,11,Do not hesitate to ask for help when you need it .,it,other
107,12,Do not hesitate to ask for help when you need it .,.,other
108,1,Stay strong !,Stay,other
108,2,Stay strong !,strong,other
108,3,Stay strong !,!,other
109,1,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",A,other
109,2,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",:,other
109,3,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",Aicha,other
109,4,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",",",other
109,5,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",it,Subject
109,6,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",is,Predicate
109,7,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",great,Object
109,8,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",to,Predicate
109,9,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",see,Predicate
109,10,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",you,Object
109,11,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",taking,Object
109,12,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",an,Object
109,13,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",active,Object
109,14,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",role,Object
109,15,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",in,Object
109,16,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",managing,Object
109,17,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",your,Object
109,18,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",diabetes,Object
109,19,"A: Aicha, it is great to see you taking an active role in managing your diabetes.",.,other
110,1,I noticed you have been trying to quit smoking .,I,Subject
110,2,I noticed you have been trying to quit smoking .,noticed,Predicate
110,3,I noticed you have been trying to quit smoking .,you,Object
110,4,I noticed you have been trying to quit smoking .,have,Object
110,5,I noticed you have been trying to quit smoking .,been,Object
110,6,I noticed you have been trying to quit smoking .,trying,Object
110,7,I noticed you have been trying to quit smoking .,to,Object
110,8,I noticed you have been trying to quit smoking .,quit,Object
110,9,I noticed you have been trying to quit smoking .,smoking,Object
110,10,I noticed you have been trying to quit smoking .,.,other
111,1,How is that going ?,How,other
111,2,How is that going ?,is,other
111,3,How is that going ?,that,other
111,4,How is that going ?,going,other
111,5,How is that going ?,?,other
112,1,"P : It is a struggle , but I am determined .",P,other
112,2,"P : It is a struggle , but I am determined .",:,other
112,3,"P : It is a struggle , but I am determined .",It,other
112,4,"P : It is a struggle , but I am determined .",is,other
112,5,"P : It is a struggle , but I am determined .",a,other
112,6,"P : It is a struggle , but I am determined .",struggle,other
112,7,"P : It is a struggle , but I am determined .",",",other
112,8,"P : It is a struggle , but I am determined .",but,other
112,9,"P : It is a struggle , but I am determined .",I,Subject
112,10,"P : It is a struggle , but I am determined .",am,Predicate
112,11,"P : It is a struggle , but I am determined .",determined,Object
112,12,"P : It is a struggle , but I am determined .",.,other
113,1,"I do not smoke as much , but I have not been able to quit completely yet .",I,Subject
113,2,"I do not smoke as much , but I have not been able to quit completely yet .",do,Predicate
113,3,"I do not smoke as much , but I have not been able to quit completely yet .",not,Predicate
113,4,"I do not smoke as much , but I have not been able to quit completely yet .",smoke,Predicate
113,5,"I do not smoke as much , but I have not been able to quit completely yet .",as,Object
113,6,"I do not smoke as much , but I have not been able to quit completely yet .",much,Object
113,7,"I do not smoke as much , but I have not been able to quit completely yet .",",",other
113,8,"I do not smoke as much , but I have not been able to quit completely yet .",but,other
113,9,"I do not smoke as much , but I have not been able to quit completely yet .",I,Subject
113,10,"I do not smoke as much , but I have not been able to quit completely yet .",have,Predicate
113,11,"I do not smoke as much , but I have not been able to quit completely yet .",not,Predicate
113,12,"I do not smoke as much , but I have not been able to quit completely yet .",been,Predicate
113,13,"I do not smoke as much , but I have not been able to quit completely yet .",able,Predicate
113,14,"I do not smoke as much , but I have not been able to quit completely yet .",to,Predicate
113,15,"I do not smoke as much , but I have not been able to quit completely yet .",quit,Predicate
113,16,"I do not smoke as much , but I have not been able to quit completely yet .",completely,Object
113,17,"I do not smoke as much , but I have not been able to quit completely yet .",yet,Object
113,18,"I do not smoke as much , but I have not been able to quit completely yet .",.,other
114,1,"A: That is already progress, Aicha.",A,other
114,2,"A: That is already progress, Aicha.",:,other
114,3,"A: That is already progress, Aicha.",That,Subject
114,4,"A: That is already progress, Aicha.",is,Predicate
114,5,"A: That is already progress, Aicha.",already,Predicate
114,6,"A: That is already progress, Aicha.",progress,Object
114,7,"A: That is already progress, Aicha.",",",other
114,8,"A: That is already progress, Aicha.",Aicha,other
114,9,"A: That is already progress, Aicha.",.,other
115,1,"Remember , every cigarette you do not smoke is a small victory .",Remember,Predicate
115,2,"Remember , every cigarette you do not smoke is a small victory .",",",other
115,3,"Remember , every cigarette you do not smoke is a small victory .",every,Subject
115,4,"Remember , every cigarette you do not smoke is a small victory .",cigarette,Subject
115,5,"Remember , every cigarette you do not smoke is a small victory .",you,Subject
115,6,"Remember , every cigarette you do not smoke is a small victory .",do,Predicate
115,7,"Remember , every cigarette you do not smoke is a small victory .",not,Predicate
115,8,"Remember , every cigarette you do not smoke is a small victory .",smoke,Predicate
115,9,"Remember , every cigarette you do not smoke is a small victory .",is,Predicate
115,10,"Remember , every cigarette you do not smoke is a small victory .",a,Object
115,11,"Remember , every cigarette you do not smoke is a small victory .",small,Object
115,12,"Remember , every cigarette you do not smoke is a small victory .",victory,Object
115,13,"Remember , every cigarette you do not smoke is a small victory .",.,other
116,1,Have you tried any specific strategies to help you quit ?,Have,Predicate
116,2,Have you tried any specific strategies to help you quit ?,you,Subject
116,3,Have you tried any specific strategies to help you quit ?,tried,Predicate
116,4,Have you tried any specific strategies to help you quit ?,any,Object
116,5,Have you tried any specific strategies to help you quit ?,specific,Object
116,6,Have you tried any specific strategies to help you quit ?,strategies,Object
116,7,Have you tried any specific strategies to help you quit ?,to,Object
116,8,Have you tried any specific strategies to help you quit ?,help,Object
116,9,Have you tried any specific strategies to help you quit ?,you,Object
116,10,Have you tried any specific strategies to help you quit ?,quit,Object
116,11,Have you tried any specific strategies to help you quit ?,?,other
117,1,P : I have started using nicotine gum when I feel the urge to smoke .,P,other
117,2,P : I have started using nicotine gum when I feel the urge to smoke .,:,other
117,3,P : I have started using nicotine gum when I feel the urge to smoke .,I,Subject
117,4,P : I have started using nicotine gum when I feel the urge to smoke .,have,Predicate
117,5,P : I have started using nicotine gum when I feel the urge to smoke .,started,Predicate
117,6,P : I have started using nicotine gum when I feel the urge to smoke .,using,Predicate
117,7,P : I have started using nicotine gum when I feel the urge to smoke .,nicotine,Object
117,8,P : I have started using nicotine gum when I feel the urge to smoke .,gum,Object
117,9,P : I have started using nicotine gum when I feel the urge to smoke .,when,Object
117,10,P : I have started using nicotine gum when I feel the urge to smoke .,I,Object
117,11,P : I have started using nicotine gum when I feel the urge to smoke .,feel,Object
117,12,P : I have started using nicotine gum when I feel the urge to smoke .,the,Object
117,13,P : I have started using nicotine gum when I feel the urge to smoke .,urge,Object
117,14,P : I have started using nicotine gum when I feel the urge to smoke .,to,Object
117,15,P : I have started using nicotine gum when I feel the urge to smoke .,smoke,Object
117,16,P : I have started using nicotine gum when I feel the urge to smoke .,.,other
118,1,It somewhat helps .,It,Subject
118,2,It somewhat helps .,somewhat,Predicate
118,3,It somewhat helps .,helps,Predicate
118,4,It somewhat helps .,.,other
119,1,A: That is a good start.,A,other
119,2,A: That is a good start.,:,other
119,3,A: That is a good start.,That,Subject
119,4,A: That is a good start.,is,Predicate
119,5,A: That is a good start.,a,Object
119,6,A: That is a good start.,good,Object
119,7,A: That is a good start.,start,Object
119,8,A: That is a good start.,.,other
120,1,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,Nicotine,Subject
120,2,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,gum,Subject
120,3,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,can,Predicate
120,4,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,indeed,Predicate
120,5,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,be,Predicate
120,6,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,helpful,Object
120,7,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,as,other
120,8,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,it,Subject
120,9,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,reduces,Predicate
120,10,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,withdrawal,Object
120,11,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,symptoms,Object
120,12,Nicotine gum can indeed be helpful as it reduces withdrawal symptoms.,.,other
121,1,You may also want to consider seeking support from a smoking cessation group or program.,You,Subject
121,2,You may also want to consider seeking support from a smoking cessation group or program.,may,Predicate
121,3,You may also want to consider seeking support from a smoking cessation group or program.,also,Predicate
121,4,You may also want to consider seeking support from a smoking cessation group or program.,want,Predicate
121,5,You may also want to consider seeking support from a smoking cessation group or program.,to,Predicate
121,6,You may also want to consider seeking support from a smoking cessation group or program.,consider,Predicate
121,7,You may also want to consider seeking support from a smoking cessation group or program.,seeking,Predicate
121,8,You may also want to consider seeking support from a smoking cessation group or program.,support,Object
121,9,You may also want to consider seeking support from a smoking cessation group or program.,from,Object
121,10,You may also want to consider seeking support from a smoking cessation group or program.,a,Object
121,11,You may also want to consider seeking support from a smoking cessation group or program.,smoking,Object
121,12,You may also want to consider seeking support from a smoking cessation group or program.,cessation,Object
121,13,You may also want to consider seeking support from a smoking cessation group or program.,group,Object
121,14,You may also want to consider seeking support from a smoking cessation group or program.,or,Object
121,15,You may also want to consider seeking support from a smoking cessation group or program.,program,Object
121,16,You may also want to consider seeking support from a smoking cessation group or program.,.,other
122,1,Working with others who are facing similar challenges can be very beneficial .,Working,Subject
122,2,Working with others who are facing similar challenges can be very beneficial .,with,Subject
122,3,Working with others who are facing similar challenges can be very beneficial .,others,Subject
122,4,Working with others who are facing similar challenges can be very beneficial .,who,Subject
122,5,Working with others who are facing similar challenges can be very beneficial .,are,Subject
122,6,Working with others who are facing similar challenges can be very beneficial .,facing,Subject
122,7,Working with others who are facing similar challenges can be very beneficial .,similar,Subject
122,8,Working with others who are facing similar challenges can be very beneficial .,challenges,Subject
122,9,Working with others who are facing similar challenges can be very beneficial .,can,Predicate
122,10,Working with others who are facing similar challenges can be very beneficial .,be,Predicate
122,11,Working with others who are facing similar challenges can be very beneficial .,very,Object
122,12,Working with others who are facing similar challenges can be very beneficial .,beneficial,Object
122,13,Working with others who are facing similar challenges can be very beneficial .,.,other
123,1,P : I have not thought about that yet .,P,other
123,2,P : I have not thought about that yet .,:,other
123,3,P : I have not thought about that yet .,I,Subject
123,4,P : I have not thought about that yet .,have,Predicate
123,5,P : I have not thought about that yet .,not,Predicate
123,6,P : I have not thought about that yet .,thought,Predicate
123,7,P : I have not thought about that yet .,about,Predicate
123,8,P : I have not thought about that yet .,that,Object
123,9,P : I have not thought about that yet .,yet,Object
123,10,P : I have not thought about that yet .,.,other
124,1,I will explore some local groups to see if that helps .,I,Subject
124,2,I will explore some local groups to see if that helps .,will,Predicate
124,3,I will explore some local groups to see if that helps .,explore,Predicate
124,4,I will explore some local groups to see if that helps .,some,Object
124,5,I will explore some local groups to see if that helps .,local,Object
124,6,I will explore some local groups to see if that helps .,groups,Object
124,7,I will explore some local groups to see if that helps .,to,Predicate
124,8,I will explore some local groups to see if that helps .,see,Predicate
124,9,I will explore some local groups to see if that helps .,if,Predicate
124,10,I will explore some local groups to see if that helps .,that,Object
124,11,I will explore some local groups to see if that helps .,helps,Predicate
124,12,I will explore some local groups to see if that helps .,.,other
125,1,"A : That would be a good step , Aicha .",A,other
125,2,"A : That would be a good step , Aicha .",:,other
125,3,"A : That would be a good step , Aicha .",That,Subject
125,4,"A : That would be a good step , Aicha .",would,Predicate
125,5,"A : That would be a good step , Aicha .",be,Predicate
